"","Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_in","duration","Ievent","I5","I10","I30","I60","ARFdays1","ARFdays2","ARFdays7","ARFdays14","BasinArea_ac","area_ft2","runoff_in","first_P_start","Q_response_time_hr"
"629","JF5","Non-Frozen","Storm","2016-29",2016-09-21 11:45:00,2016-09-21 21:30:00,49520,7.31,1.76,11.92,0.1477,1.68,1.26,0.56,0.51,0.01,0.24,1.22,5.3,33.4,1454904,0.408439319707692,2016-09-21 07:49:00,3.93333333333333
"630","JF5","Non-Frozen","Storm","2016-30",2016-09-22 03:15:00,2016-09-22 17:00:00,224800,21.5,3.03,12.02,0.2521,1.44,1.32,1.12,0.82,1.76,1.77,2.98,5.25,33.4,1454904,1.8541429537619,2016-09-21 20:31:00,6.73333333333333
"631","JF5","Non-Frozen","Storm","2017-1",2016-10-26 09:45:00,2016-10-26 12:45:00,1654,0.3612,1.96,8.9,0.2202,0.6,0.6,0.52,0.45,0.05,0.05,0.05,0.15,33.4,1454904,0.013642137213177,2016-10-26 03:40:00,6.08333333333333
"632","JF5","Frozen","Storm","2017-2",2017-01-18 04:15:00,2017-01-24 13:00:00,30320,0.2747,0.37,109.7,0.003374,0.24,0.18,0.12,0.09,0.11,0.34,0.34,0.64,33.4,1454904,0.250078355685324,NA,NA
"633","JF5","Frozen","Storm","2017-3",2017-02-12 15:30:00,2017-02-13 06:45:00,243.3,0.00694,0,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,0.00200673034097095,NA,NA
"634","JF5","Frozen","Storm","2017-4",2017-02-13 19:45:00,2017-02-14 02:00:00,147.8,0.00954,0,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,0.00121904950429719,NA,NA
"635","JF5","Frozen","Storm","2017-5",2017-02-14 17:15:00,2017-02-15 00:45:00,193.2,0.01321,0,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,0.00159350720047508,NA,NA
"636","JF5","Frozen","Storm","2017-6",2017-02-17 17:15:00,2017-02-18 07:00:00,1482,0.1226,0,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,0.0122234869104766,NA,NA
"637","JF5","Frozen","Storm","2017-7",2017-02-18 15:45:00,2017-02-19 00:45:00,2425,0.2304,0,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,0.0200013196747002,NA,NA
"638","JF5","Frozen","Storm","2017-8",2017-02-19 21:00:00,2017-02-19 22:00:00,38,0.01632,0,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,0.000313422741294271,NA,NA
"639","JF5","Non-Frozen","Storm","2017-9",2017-02-20 22:00:00,2017-02-21 04:45:00,11100,1.424,0.65,6.85,0.09489,0.36,0.36,0.24,0.18,0,0,0,0,33.4,1454904,0.0915524323254318,2017-02-20 17:16:00,4.73333333333333
"640","JF5","Non-Frozen","Storm","2017-10",2017-03-07 03:30:00,2017-03-07 07:00:00,8790,2.383,0.56,1.3,0.4308,2.16,1.62,0.84,0.52,0.01,0.01,0.17,0.21,33.4,1454904,0.0724996288414906,2017-03-07 02:59:00,0.516666666666667
"641","JF5","Non-Frozen","Storm","2017-11",2017-04-04 09:30:00,2017-04-04 16:00:00,1484,0.2077,0.74,12.85,0.05759,0.24,0.18,0.12,0.11,0.63,0.63,0.81,1.66,33.4,1454904,0.0122399828442289,2017-04-03 20:48:00,12.7
"642","JF5","Non-Frozen","Storm","2017-12",2017-04-20 05:45:00,2017-04-20 09:45:00,1785,0.2635,1.22,7.033,0.1735,2.16,1.62,0.98,0.69,0.01,0.01,1.27,1.43,33.4,1454904,0.0147226208739546,2017-04-20 02:02:00,3.71666666666667
"643","JF5","Non-Frozen","Storm","2017-13",2017-05-01 14:30:00,2017-05-01 16:00:00,155.2,0.0595,0.39,2.383,0.1636,0.36,0.36,0.3,0.26,0.55,0.55,1.18,2.42,33.4,1454904,0.00128008445918081,2017-05-01 10:22:00,4.13333333333333
"644","JF5","Non-Frozen","Storm","2017-14",2017-05-16 06:00:00,2017-05-16 10:30:00,25500,5.012,2.04,4.983,0.4094,3.6,3.12,2,1.42,0.07,0.07,0.35,0.65,33.4,1454904,0.210323155342208,2017-05-16 05:18:00,0.7
"645","JF5","Non-Frozen","Storm","2017-15",2017-05-17 22:30:00,2017-05-18 04:30:00,20110,7.73,0.95,4.967,0.1913,4.8,3.78,1.52,0.76,0.08,2.14,2.26,2.78,33.4,1454904,0.165866613879679,2017-05-17 21:04:00,1.43333333333333
"646","JF5","Non-Frozen","Storm","2017-16",2017-05-20 19:15:00,2017-05-20 22:40:00,1161,0.1786,0.55,7.917,0.06947,0.36,0.3,0.2,0.16,0.03,0.03,3.24,3.79,33.4,1454904,0.00957588954322759,2017-05-20 14:16:00,4.98333333333333
"647","JF5","Non-Frozen","Storm","2017-17",2017-06-22 09:00:00,2017-06-22 10:30:00,553.8,0.2262,0.72,2.033,0.3541,3.48,2.16,0.88,0.7,0,0.39,1.47,2.83,33.4,1454904,0.00456772405602019,2017-06-22 07:59:00,1.01666666666667
"648","JF5","Non-Frozen","Storm","2017-18",2017-06-23 02:30:00,2017-06-23 08:00:00,3750,1.297,0.8,14.67,0.05455,1.56,1.2,0.56,0.29,0.72,0.72,2.19,3.54,33.4,1454904,0.0309298757856188,2017-06-22 15:54:00,10.6
"649","JF5","Non-Frozen","Storm","2017-19",2017-07-12 08:45:00,2017-07-12 14:15:00,88640,39.13,2.97,5.817,0.5106,5.64,4.5,2.06,1.04,0,0.66,1.18,2.25,33.4,1454904,0.731099783903268,2017-07-12 05:04:00,3.68333333333333
"650","JF5","Non-Frozen","Storm","2017-20",2017-07-20 05:00:00,2017-07-20 12:15:00,332100,76.8,5.09,6.5,0.7831,6.12,5.16,3.22,2.33,0.97,0.98,1.27,5.22,33.4,1454904,2.73914979957441,2017-07-20 01:07:00,3.88333333333333
"651","JF5","Non-Frozen","Storm","2017-21",2017-07-21 21:15:00,2017-07-21 23:30:00,758.6,0.2155,0.62,7.233,0.08571,2.4,1.56,0.76,0.44,0,6.06,6.36,10.31,33.4,1454904,0.00625690767225879,2017-07-21 15:43:00,5.53333333333333
"652","JF5","Non-Frozen","Storm","2017-22",2017-07-22 01:45:00,2017-07-22 05:15:00,49490,25.63,1.52,10.62,0.1432,3.6,3.3,1.72,0.89,0,6.06,6.36,10.31,33.4,1454904,0.408191880701407,2017-07-21 15:43:00,10.0333333333333
"653","K5","Non-Frozen","Storm","2007-1",2006-11-28 04:56:00,2006-11-28 14:31:00,4639,0.742,1.256,10.42,0.1206,1.464,1.164,0.604,0.473,0.189,0.189,0.198,0.216,15.2,662112,0.0840764100333478,2006-11-27 22:28:00,6.46666666666667
"654","K5","Non-Frozen","Storm","2007-2",2006-12-22 14:00:00,2006-12-23 13:00:00,29360,1.678,1.224,22.3,0.05489,0.432,0.378,0.234,0.18,0.243,0.243,0.243,0.261,15.2,662112,0.532115412498188,2006-12-22 00:38:00,13.3666666666667
"655","K5","Frozen","Storm","2007-3",2007-02-21 18:45:00,2007-02-21 22:00:00,150.4,0.02565,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.0027258228215166,NA,NA
"656","K5","Frozen","Storm","2007-4",2007-03-02 08:50:00,2007-03-02 16:22:00,454.5,0.02889,0,NA,NA,NA,NA,NA,NA,0.585,0.585,0.585,0.585,15.2,662112,0.00823727707699,NA,NA
"657","K5","Frozen","Storm","2007-5",2007-03-10 06:15:00,2007-03-13 18:45:00,108100,2.288,0.126,2.183,0.05771,0.216,0.162,0.108,0.081,0,0,0.135,0.72,15.2,662112,1.95918515296506,NA,NA
"658","K5","Non-Frozen","Storm","2007-6",2007-04-01 06:15:00,2007-04-01 07:30:00,32.9,0.01508,0.558,6.4,0.08719,0.864,0.81,0.45,0.27,0.054,0.054,0.369,0.657,15.2,662112,0.000596273742206757,NA,NA
"659","K5","Non-Frozen","Storm","2007-7",2007-04-03 11:55:00,2007-04-03 16:30:00,107.2,0.01928,0.414,6.483,0.06386,0.324,0.27,0.234,0.207,0.009,0.063,0.756,1.278,15.2,662112,0.00194287371320864,2007-04-03 03:11:00,8.73333333333333
"660","K5","Frozen","Storm","2008-1",2008-01-06 13:00:00,2008-01-06 21:00:00,97.8,0.0098,0,NA,NA,NA,NA,NA,NA,0,0,0,0.036,15.2,662112,0.00177250978686385,NA,NA
"661","K5","Frozen","Storm","2008-2",2008-01-07 15:14:00,2008-01-08,1197,0.1361,0.708,9.183,0.0771,1.692,0.954,0.354,0.24,0,0,0,0.036,15.2,662112,0.0216942148760331,2008-01-07 11:33:00,3.68333333333333
"662","K5","Frozen","Storm","2008-3",2008-01-08 15:34:00,2008-01-08 22:01:00,39.5,0.0053,0.612,8.45,0.07243,0.432,0.324,0.252,0.189,0.708,0.708,0.708,0.744,15.2,662112,0.000715890967087139,2008-01-08 13:15:00,2.31666666666667
"663","K5","Frozen","Storm","2008-4",2008-01-29 21:30:00,2008-01-30 03:00:00,206.9,0.0337,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.00374981876178048,NA,NA
"664","K5","Frozen","Storm","2008-5",2008-02-17 19:14:00,2008-02-21 07:55:00,7443,0.062,0.927,NA,NA,NA,NA,NA,NA,0,0,0,0.153,15.2,662112,0.134895606785559,2008-02-17 12:32:00,6.7
"665","K5","Frozen","Storm","2008-6",2008-03-03 04:59:00,2008-03-05 08:26:00,11590,0.475,0.243,2.383,0.102,0.324,0.216,0.162,0.135,0,0,0,0,15.2,662112,0.210055096418733,2008-03-03 01:13:00,3.76666666666667
"666","K5","Frozen","Storm","2008-7",2008-03-11 22:00:00,2008-03-12 10:00:00,281.5,0.0182,0,NA,NA,NA,NA,NA,NA,0,0,0,0.243,15.2,662112,0.00510185587936784,NA,NA
"667","K5","Frozen","Storm","2008-8",2008-03-12 15:00:00,2008-03-15 13:00:00,63990,1.965,0,NA,NA,NA,NA,NA,NA,0,0,0,0.243,15.2,662112,1.15974336668117,NA,NA
"668","K5","Frozen","Storm","2008-9",2008-03-15 18:00:00,2008-03-16 09:00:00,791.9,0.0512,0,NA,NA,NA,NA,NA,NA,0,0,0,0.243,15.2,662112,0.0143522546034508,NA,NA
"669","K5","Frozen","Storm","2008-10",2008-03-16 20:00:00,2008-03-17 06:00:00,177.2,0.0141,0,NA,NA,NA,NA,NA,NA,0,0,0,0.243,15.2,662112,0.00321154124981876,NA,NA
"670","K5","Frozen","Storm","2008-11",2008-03-18 18:00:00,2008-03-19 11:00:00,4004,0.3156,0,NA,NA,NA,NA,NA,NA,0.099,0.099,0.099,0.099,15.2,662112,0.0725677830940989,NA,NA
"671","K5","Frozen","Storm","2008-12",2008-03-19 16:00:00,2008-03-20 04:00:00,1198,0.078,0,NA,NA,NA,NA,NA,NA,0,0.099,0.099,0.099,15.2,662112,0.0217123386979846,NA,NA
"672","K5","Frozen","Storm","2008-13",2008-03-20 18:00:00,2008-03-21 02:00:00,125.1,0.0131,0,NA,NA,NA,NA,NA,NA,0,0,0.099,0.099,15.2,662112,0.0022672901261418,NA,NA
"673","K5","Frozen","Storm","2008-14",2008-03-24 19:00:00,2008-03-25,38.5,0.0052,0,NA,NA,NA,NA,NA,NA,0,0,0.099,0.099,15.2,662112,0.000697767145135566,NA,NA
"674","K5","Frozen","Storm","2008-15",2008-03-25 16:00:00,2008-03-26,270.8,0.0257,0,NA,NA,NA,NA,NA,NA,0.009,0.009,0.009,0.108,15.2,662112,0.00490793098448601,NA,NA
"675","K5","Frozen","Storm","2008-16",2008-03-26 16:00:00,2008-03-26 22:00:00,11.1,0.0015,0,NA,NA,NA,NA,NA,NA,0,0.009,0.009,0.108,15.2,662112,0.000201174423662462,NA,NA
"676","K5","Non-Frozen","Storm","2008-17",2008-04-09 02:28:00,2008-04-09 09:00:00,1128,0.148,0.873,12.37,0.07059,0.216,0.216,0.18,0.162,0,0,0,0.478,15.2,662112,0.0204436711613745,2008-04-08 16:34:00,9.9
"677","K5","Non-Frozen","Storm","2008-18",2008-04-10 22:30:00,2008-04-11 19:00:00,19620,1.156,1.053,22.48,0.04683,0.432,0.27,0.216,0.162,0,0.873,0.873,1.351,15.2,662112,0.355589386689865,2008-04-10 11:27:00,11.05
"678","K5","Non-Frozen","Storm","2008-19",2008-04-25 23:12:00,2008-04-26 08:00:00,23880,4.752,1.079,4.85,0.2225,2.556,1.386,0.866,0.698,0.567,0.567,0.738,0.855,15.2,662112,0.432796868203567,2008-04-25 21:56:00,1.26666666666667
"679","K5","Non-Frozen","Storm","2008-20",2008-06-08 17:43:00,2008-06-08 19:45:00,663,0.2522,1.001,4.617,0.2168,1.08,0.972,0.702,0.486,0.339,0.554,1.752,2.22,15.2,662112,0.012016093953893,2008-06-08 12:57:00,4.76666666666667
"680","K5","Non-Frozen","Storm","2008-21",2008-06-08 23:45:00,2008-06-09 12:00:00,23000,2.7,1.238,6.833,0.1812,1.68,1.446,1.09,0.734,1.34,1.34,2.753,3.221,15.2,662112,0.416847904886182,2008-06-08 23:19:00,0.433333333333333
"681","K5","Non-Frozen","Storm","2008-22",2008-06-12 23:57:00,2008-06-13 14:00:00,132500,22.54,2.908,13.3,0.2186,3.816,2.826,1.448,0.926,0,0,2.793,4.432,15.2,662112,2.40140640858344,2008-06-12 18:29:00,5.46666666666667
"682","K5","Non-Frozen","Storm","2008-23",2008-07-16 20:38:00,2008-07-17 03:12:00,26790,10.65,2.635,2.683,0.982,5.112,4.83,3.962,2.32,0,0,0.66,1.371,15.2,662112,0.485537190082645,2008-07-16 19:37:00,1.01666666666667
"683","K5","Frozen","Storm","2009-1",2009-02-07 19:45:00,2009-02-11 09:01:00,62230,1.173,0.252,2.55,0.09882,0.324,0.27,0.216,0.162,0,0,0,0,15.2,662112,1.1278454400464,NA,NA
"684","K5","Frozen","Storm","2009-2",2009-02-11 16:00:00,2009-02-12 03:00:00,981.7,0.0711,0.027,2.55,0.01059,0.108,0.054,0.018,0.018,0,0.252,0.252,0.252,15.2,662112,0.0177921560098594,NA,NA
"685","K5","Frozen","Storm","2009-3",2009-02-26 17:00:00,2009-02-27 15:40:00,5188,0.2332,0.342,3.617,0.09456,0.324,0.27,0.216,0.198,0,0.252,0.252,0.261,15.2,662112,0.0940263882847615,2009-02-26 16:21:00,0.65
"686","K5","Frozen","Storm","2009-4",2009-03-04 22:00:00,2009-03-05 05:00:00,560.2,0.04511,0,NA,NA,NA,NA,NA,NA,0,0,0.342,0.594,15.2,662112,0.0101529650572713,NA,NA
"687","K5","Frozen","Storm","2009-5",2009-03-05 17:00:00,2009-03-07 04:00:00,31660,1.068,0,NA,NA,NA,NA,NA,NA,0,0,0.342,0.594,15.2,662112,0.573800202986806,NA,NA
"688","K5","Frozen","Storm","2009-6",2009-03-07 17:00:00,2009-03-08 01:00:00,636.3,0.04246,0.009,NA,NA,NA,NA,NA,NA,0,0,0,0.594,15.2,662112,0.011532187907786,2009-03-07 09:52:00,7.13333333333333
"689","K5","Frozen","Storm","2009-7",2009-03-10 08:33:00,2009-03-11 12:31:00,40670,0.7919,0.513,21.92,0.02341,0.216,0.108,0.09,0.081,0,0.063,0.072,0.666,15.2,662112,0.73709583877048,2009-03-10 02:20:00,6.21666666666667
"690","K5","Frozen","Storm","2009-8",2009-03-12 19:00:00,2009-03-13 01:00:00,1184,0.1095,0,NA,NA,NA,NA,NA,NA,0,0.027,0.585,0.927,15.2,662112,0.0214586051906626,NA,NA
"691","K5","Frozen","Storm","2009-9",2009-03-13 17:00:00,2009-03-14 03:00:00,1931,0.1313,0,NA,NA,NA,NA,NA,NA,0,0,0.585,0.585,15.2,662112,0.0349971001884877,NA,NA
"692","K5","Frozen","Storm","2009-10",2009-03-14 16:00:00,2009-03-14 21:00:00,1145,0.146,0,NA,NA,NA,NA,NA,NA,0,0,0.585,0.585,15.2,662112,0.0207517761345513,NA,NA
"693","K5","Non-Frozen","Storm","2009-11",2009-04-26 07:03:00,2009-04-27 02:44:00,15690,1.078,1.26,22.52,0.05596,0.54,0.378,0.288,0.252,0.594,0.594,1.674,1.701,15.2,662112,0.284362766420183,2009-04-25 22:44:00,8.31666666666667
"694","K5","Non-Frozen","Storm","2010-1",2009-12-25 22:51:00,2009-12-26 11:00:00,3194,0.1994,0.036,1.017,0.03541,0.108,0.054,0.036,0.027,1.26,1.269,1.269,1.269,15.2,662112,0.0578874873133246,2009-12-25 22:10:00,0.683333333333333
"695","K5","Frozen","Storm","2010-2",2010-01-24 06:00:00,2010-01-25 06:01:00,43210,1.78,0.324,6.067,0.05341,0.216,0.162,0.108,0.099,0,0,0,0,15.2,662112,0.783130346527476,2010-01-23 22:37:00,7.38333333333333
"696","K5","Frozen","Storm","2010-3",2010-03-06 20:00:00,2010-03-07 05:00:00,1922,0.197,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.0348339857909236,NA,NA
"697","K5","Frozen","Storm","2010-4",2010-03-07 18:00:00,2010-03-08 07:00:00,6573,0.5768,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.11912788168769,NA,NA
"698","K5","Frozen","Storm","2010-5",2010-03-08 17:00:00,2010-03-09 03:00:00,2941,0.2241,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.0533021603595766,NA,NA
"699","K5","Frozen","Storm","2010-6",2010-03-09 19:00:00,2010-03-10 03:00:00,616.5,0.05289,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.0111733362331448,NA,NA
"700","K5","Frozen","Storm","2010-7",2010-03-10 08:52:00,2010-03-11 01:00:00,3084,0.1647,0.054,2.183,0.02473,0.108,0.108,0.036,0.036,0.027,0.027,0.027,0.027,15.2,662112,0.0558938668986516,2010-03-10 07:35:00,1.28333333333333
"701","K5","Non-Frozen","Storm","2010-8",2010-04-07 04:00:00,2010-04-07 07:51:00,1078,0.241,0.513,3.783,0.1356,0.756,0.648,0.378,0.297,0.585,0.585,0.621,0.621,15.2,662112,0.0195374800637959,2010-04-07 01:20:00,2.66666666666667
"702","K5","Non-Frozen","Storm","2010-9",2010-04-08 14:00:00,2010-04-08 18:00:00,1149,0.179,0.144,4.117,0.03498,0.108,0.108,0.09,0.081,0.162,0.837,1.296,1.296,15.2,662112,0.0208242714223575,2010-04-08 13:17:00,0.716666666666667
"703","K5","Non-Frozen","Storm","2010-10",2010-04-25 09:00:00,2010-04-25 18:00:00,16670,3.765,1.332,11.13,0.1196,1.08,0.756,0.486,0.396,0.756,0.756,0.756,0.801,15.2,662112,0.302124111932724,2010-04-25 01:58:00,7.03333333333333
"704","K5","Non-Frozen","Storm","2010-11",2010-05-13 10:00:00,2010-05-13 17:00:00,2612,0.3156,0.522,8.633,0.06046,0.324,0.27,0.216,0.171,0.009,0.531,1.161,1.647,15.2,662112,0.0473394229375091,2010-05-12 22:04:00,11.9333333333333
"705","K5","Non-Frozen","Storm","2010-12",2010-06-15 23:30:00,2010-06-16 08:00:00,5951,0.7838,0.477,7,0.06814,0.432,0.324,0.198,0.144,0.308,0.338,1.638,2.712,15.2,662112,0.107854864433812,2010-06-15 19:24:00,4.1
"706","K5","Non-Frozen","Storm","2010-13",2010-07-15 05:40:00,2010-07-15 12:00:00,2102,0.3444,1.908,8.45,0.2258,4.32,2.832,1.432,0.86,0,0,0.225,0.605,15.2,662112,0.0380962737422068,NA,NA
"707","K5","Non-Frozen","Storm","2010-14",2010-07-22 19:00:00,2010-07-23 02:00:00,53310,20.28,1.72,7.55,0.2278,2.58,2.19,1.362,0.982,0,0.695,0.948,3.072,15.2,662112,0.966180948238365,2010-07-22 14:26:00,4.56666666666667
"708","K5","Non-Frozen","Storm","2010-15",2010-07-24 09:00:00,2010-07-24 15:00:00,4057,1.078,0.455,3.25,0.14,1.56,0.888,0.35,0.211,0,1.72,2.668,4.792,15.2,662112,0.0735283456575323,2010-07-24 04:08:00,4.86666666666667
"709","K5","Non-Frozen","Storm","2010-16",2010-08-11 11:00:00,2010-08-11 18:00:00,9409,5.619,1.205,5.05,0.2386,2.28,1.98,1.244,0.721,0,0.009,0.369,0.711,15.2,662112,0.170527040742352,2010-08-11 10:46:00,0.233333333333333
"710","K5","Frozen","Storm","2011-0",2010-12-31 19:00:00,2011-01-01 10:42:00,1589,0.04617,0,NA,NA,NA,NA,NA,NA,0.009,0.072,0.072,0.09,15.2,662112,0.0287987530810497,NA,NA
"711","K5","Frozen","Storm","2011-1",2011-02-15 14:00:00,2011-02-16 10:15:00,1004,0.01928,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.0181963172393794,NA,NA
"712","K5","Frozen","Storm","2011-2",2011-02-16 18:15:00,2011-02-19 02:28:00,37170,0.6456,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.673662461939974,NA,NA
"713","K5","Frozen","Storm","2011-3",2011-03-08 21:31:00,2011-03-09 09:45:00,1693,0.07386,0,NA,NA,NA,NA,NA,NA,0,0,0.243,0.243,15.2,662112,0.0306836305640133,NA,NA
"714","K5","Frozen","Storm","2011-4",2011-03-15 19:15:00,2011-03-16 11:30:00,5923,0.3715,0,NA,NA,NA,NA,NA,NA,0,0,0.198,0.441,15.2,662112,0.107347397419168,NA,NA
"715","K5","Frozen","Storm","2011-5",2011-03-16 16:15:00,2011-03-17 05:00:00,13410,0.978,0,NA,NA,NA,NA,NA,NA,0,0,0.198,0.441,15.2,662112,0.243040452370596,NA,NA
"716","K5","Frozen","Storm","2011-6",2011-03-17 14:30:00,2011-03-18 06:15:00,11590,0.6456,0,NA,NA,NA,NA,NA,NA,0,0,0,0.441,15.2,662112,0.210055096418733,NA,NA
"717","K5","Frozen","Storm","2011-7",2011-03-18 16:15:00,2011-03-19 00:30:00,989.3,0.06009,0,NA,NA,NA,NA,NA,NA,0,0,0,0.207,15.2,662112,0.0179298970566913,NA,NA
"718","K5","Frozen","Storm","2011-8",2011-03-19 18:45:00,2011-03-19 22:45:00,256.6,0.02565,0,NA,NA,NA,NA,NA,NA,0,0,0,0.198,15.2,662112,0.00465057271277367,NA,NA
"719","K5","Frozen","Storm","2011-9",2011-03-20 18:15:00,2011-03-20 23:26:00,922.1,0.1826,0.387,3.2,0.1209,0.324,0.27,0.252,0.198,0,0,0,0.198,15.2,662112,0.0167119762215456,2011-03-20 16:39:00,1.6
"720","K5","Non-Frozen","Storm","2011-10",2011-03-21 16:45:00,2011-03-21 19:15:00,109.7,0.02037,0,NA,NA,NA,NA,NA,NA,0.414,0.423,0.423,0.621,15.2,662112,0.00198818326808757,NA,NA
"721","K5","Frozen","Storm","2011-11",2011-04-01 18:15:00,2011-04-02 00:45:00,2084,0.179,0,NA,NA,NA,NA,NA,NA,0,0,0,0.72,15.2,662112,0.0377700449470784,2011-04-01 16:34:00,1.68333333333333
"722","K5","Frozen","Storm","2011-12",2011-04-02 16:00:00,2011-04-02 23:30:00,2220,0.146,0,NA,NA,NA,NA,NA,NA,0,0,0,0.72,15.2,662112,0.0402348847324924,NA,NA
"723","K5","Frozen","Storm","2011-13",2011-04-03 13:00:00,2011-04-03 23:15:00,12400,1.104,0.558,7.8,0.07154,0.54,0.54,0.252,0.171,0,0,0,0.72,15.2,662112,0.224735392199507,2011-04-03 11:29:00,1.51666666666667
"724","K5","Non-Frozen","Storm","2011-14",2011-04-16 03:45:00,2011-04-16 17:32:00,6214,0.568,1.226,16.8,0.07298,1.32,0.768,0.432,0.306,0,0.018,0.273,0.84,15.2,662112,0.112621429607076,2011-04-15 23:26:00,4.31666666666667
"725","K5","Non-Frozen","Storm","2011-15",2011-04-16 21:30:00,2011-04-17 00:30:00,453.5,0.07386,0.072,2.183,0.03298,0.108,0.054,0.054,0.036,1.226,1.226,1.499,2.066,15.2,662112,0.00821915325503842,2011-04-16 16:24:00,5.1
"726","K5","Non-Frozen","Storm","2011-16",2011-04-21 16:00:00,2011-04-22 01:00:00,15230,1.194,0,NA,NA,NA,NA,NA,NA,0.009,0.369,1.667,1.94,15.2,662112,0.276025808322459,NA,NA
"727","K5","Non-Frozen","Storm","2011-17",2011-04-23 01:45:00,2011-04-23 09:30:00,5513,0.4502,0.279,4.7,0.05936,0.54,0.324,0.162,0.135,0.027,0.027,1.514,1.967,15.2,662112,0.0999166304190228,2011-04-22 20:32:00,5.21666666666667
"728","K5","Non-Frozen","Storm","2011-18",2011-04-26 10:45:00,2011-04-26 21:45:00,32140,3.14,1.179,13.53,0.08712,0.54,0.378,0.324,0.297,0,0,0.675,1.991,15.2,662112,0.582499637523561,2011-04-26 03:35:00,7.16666666666667
"729","K5","Non-Frozen","Storm","2011-19",2011-04-27 16:00:00,2011-04-27 18:30:00,334.6,0.07179,0.09,1.733,0.05192,0.108,0.108,0.072,0.063,0.108,1.215,1.611,3.206,15.2,662112,0.00606423082499638,2011-04-27 14:44:00,1.26666666666667
"730","K5","Non-Frozen","Storm","2011-20",2011-06-22 04:15:00,2011-06-22 05:30:00,62.9,0.03328,0.996,4.1,0.2429,2.304,1.422,0.748,0.536,0.072,0.072,0.747,1.139,15.2,662112,0.00113998840075395,2011-06-22 01:00:00,3.25
"731","K5","Non-Frozen","Storm","2011-21",2011-06-24 02:15:00,2011-06-24 05:15:00,960.3,0.2066,1.109,12.43,0.0892,0.996,0.768,0.598,0.389,0.072,1.296,1.611,2.291,15.2,662112,0.0174043062200957,2011-06-23 16:16:00,9.98333333333333
"732","K6","Non-Frozen","Storm","2007-2",2006-11-10 23:00:00,2006-11-13 17:22:00,1937,0.0224,0.234,9.183,0.02548,0.648,0.54,0.468,0.36,0,0,0.009,0.099,15.2,662112,0.0351058431201972,NA,NA
"733","K6","Non-Frozen","Storm","2007-4",2006-11-28 02:45:00,2006-11-30 05:30:00,16150,0.1616,1.346,51.12,0.02633,1.464,1.164,0.604,0.473,0.189,0.189,0.198,0.216,15.2,662112,0.292699724517906,2006-11-27 22:28:00,4.28333333333333
"734","K6","Non-Frozen","Storm","2007-7",2006-12-11 21:10:00,2006-12-14 06:50:00,8769,0.07788,0.009,NA,NA,NA,NA,NA,NA,0,0,0,0.207,15.2,662112,0.158927794693345,NA,NA
"735","K6","Non-Frozen","Storm","2007-9",2006-12-22 12:20:00,2006-12-24 17:25:00,23470,0.1618,1.224,22.3,0.05489,0.864,0.756,0.45,0.288,0.243,0.243,0.243,0.261,15.2,662112,0.425366101203422,2006-12-22 00:38:00,11.7
"736","K6","Non-Frozen","Storm","2007-12",2006-12-31 16:15:00,2007-01-03 15:20:00,13850,0.1141,0.288,20.57,0.014,0.432,0.324,0.288,0.216,0.009,0.009,0.081,1.548,15.2,662112,0.251014934029288,2006-12-31 12:48:00,3.45
"737","K6","Frozen","Storm","2007-16",2007-02-21 18:00:00,2007-02-23 13:50:00,1686,0.03055,0,NA,NA,NA,NA,NA,NA,0,0,0,0,15.2,662112,0.0305567638103523,NA,NA
"738","K6","Frozen","Storm","2007-19",2007-03-12 14:25:00,2007-03-15 14:00:00,17290,0.1612,0.144,4.95,0.02909,0.216,0.162,0.09,0.081,0,0,0.261,0.846,15.2,662112,0.3133608815427,NA,NA
"739","K6","Non-Frozen","Storm","2007-22",2007-03-25 07:15:00,2007-03-29 01:40:00,8852,0.03694,0.315,74.67,0.004219,0.864,0.756,0.576,0.369,0,0.027,0.288,0.558,15.2,662112,0.160432071915326,2007-03-25 06:24:00,0.85
"740","K6","Non-Frozen","Storm","2007-24",2007-04-01 04:35:00,2007-04-03 10:00:00,10900,0.161,0.837,58.63,0.01428,1.728,1.62,0.756,0.432,0.054,0.054,0.369,0.657,15.2,662112,0.197549659272147,2007-03-31 23:20:00,5.25
