"","Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_in","duration","Ievent","I5","I10","I30","I60","ARFdays1","ARFdays2","ARFdays7","ARFdays14","BasinArea_ac","area_ft2","runoff_in"
"113","AR1","Non-Frozen","Storm","2017-8","5/20/2017 16:03","5/20/2017 17:04",103.2,0.04776,0.44,2.567,0.1714,0.6,0.6,0.46,0.33,0.23,0.23,1.91,2.64,18.5,805860,0.00153674335492517
"114","AR1","Non-Frozen","Storm","2017-9","5/21/2017 7:41","5/21/2017 9:15",1292,0.5709,0.37,0.2667,1.388,2.76,1.86,0.74,0.37,0.62,0.85,2.53,3.26,18.5,805860,0.0192390737845283
"115","AR1","Non-Frozen","Storm","2017-10","5/23/2017 0:19","5/23/2017 2:00",1370,0.5847,0.45,0.6333,0.7105,2.28,1.92,0.84,0.45,0,0.37,2.9,3.63,18.5,805860,0.0204005658551113
"116","AR1","Non-Frozen","Storm","2017-11","5/23/2017 19:24","5/23/2017 22:10",21280,5.544,1.16,2.683,0.4323,3.24,2.28,1.26,1.02,0.45,0.45,2.75,3.76,18.5,805860,0.316878862333408
"117","AR1","Non-Frozen","Storm","2017-12","5/28/2017 11:34","5/28/2017 13:45",687.5,0.3416,0.63,2,0.315,3.24,1.98,0.78,0.45,0,0.26,1.98,4.88,18.5,805860,0.0102375102375102
"118","AR1","Non-Frozen","Storm","2017-13","6/23/2017 8:08","6/23/2017 8:41",109.6,0.09291,0.96,0.95,1.011,2.52,1.98,1.54,0.96,0,0,1.3,1.51,18.5,805860,0.0016320452684089
"119","AR1","Non-Frozen","Storm","2017-14","6/29/2017 6:01","6/29/2017 7:30",2774,1.165,1.44,5.55,0.2595,3.96,2.46,1.04,0.73,0.13,0.13,1.36,2.67,18.5,805860,0.0413074231256049
"120","AR1","Non-Frozen","Storm","2017-15","7/12/2017 11:15","7/12/2017 14:45",6510,2.475,1.84,7.25,0.2538,4.92,3.24,1.96,1.14,0.1,1.46,1.48,3.73,18.5,805860,0.0969399151217333
"121","AR1","Non-Frozen","Storm","2017-16","7/16/2017 6:52","7/16/2017 8:30",6341,2.868,1.12,0.8333,1.344,4.08,3.72,2.16,1.12,0,0,3.37,3.93,18.5,805860,0.0944233489688035
"122","AR1","Non-Frozen","Storm","2017-17","7/20/2017 8:52","7/20/2017 12:45",12920,4.354,2.64,10.3,0.2563,3.72,3.06,1.28,0.69,0,0,1.12,4.49,18.5,805860,0.192390737845283
"123","AR1","Non-Frozen","Storm","2017-18","7/21/2017 23:32","7/22/2017 1:15",17030,7.01,1.36,1.783,0.7626,5.76,5.34,2.66,1.35,0.02,2.66,3.78,7.15,18.5,805860,0.253592435410617
"124","AR1","Non-Frozen","Storm","2017-19","7/27/2017 2:17","7/27/2017 4:00",9629,4.283,1.63,1.767,0.9226,4.08,3.96,2.42,1.52,0,0,4.8,5.92,18.5,805860,0.143384707021071
"125","AR1","Non-Frozen","Storm","2017-20","8/10/2017 20:33","8/10/2017 22:15",2130,0.71,0.61,0.3667,1.664,3.48,3.06,1.22,0.61,0.05,0.05,0.26,0.26,18.5,805860,0.0317176680813044
"126","AR1","Frozen","Storm","2018-1","1/20/2018 22:45","1/21/2018 10:45",1223,0.04839,0,NA,NA,NA,NA,NA,NA,0,0,0,0.22,18.5,805860,0.0182116000297818
"127","AR1","Frozen","Storm","2018-2","1/21/2018 23:30","1/25/2018 7:45",109900,4.322,1.64,25.67,0.0639,0.84,0.48,0.34,0.32,0,0,0,0.22,18.5,805860,1.63651254560345
"128","AR1","Frozen","Storm","2018-3","1/25/2018 18:30","1/28/2018 4:30",16060,0.7414,0.02,0.1833,0.1091,0.12,0.06,0.04,0.02,0,0,1.64,1.64,18.5,805860,0.239148239148239
"129","AR1","Frozen","Storm","2018-4","2/15/2018 3:45","2/17/2018 9:45",28610,0.5596,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18.5,805860,0.426029335120244
"130","AR1","Frozen","Storm","2018-5","2/19/2018 17:45","2/21/2018 17:30",165200,6.36,1.63,29.08,0.05605,0.72,0.48,0.32,0.31,0,0,0,0,18.5,805860,2.45998064179882
"131","AR1","Frozen","Storm","2018-6","2/22/2018 21:15","2/26/2018 3:30",37340,1.76,0.31,43.78,0.00708,0.72,0.42,0.22,0.15,0,0,1.63,1.63,18.5,805860,0.556027101481647
"132","AR1","Non-Frozen","Storm","2018-7","4/15/2018","4/15/2018 0:45",100.2,0.08333,0,NA,NA,NA,NA,NA,NA,0.24,0.3,0.49,0.56,18.5,805860,0.00149207058297967
"133","AR1","Non-Frozen","Storm","2018-8","6/16/2018 6:18","6/16/2018 7:01",130.3,0.1054,1.09,0.95,1.147,2.88,2.58,1.76,1.09,0.32,0.32,1.73,2.08,18.5,805860,0.00194028739483285
"134","AR1","Non-Frozen","Storm","2018-9","6/19/2018 13:20","6/19/2018 13:54",67.7,0.05749,0.5,0.8,0.625,2.04,1.56,0.86,0.5,0.91,0.91,2.39,3.84,18.5,805860,0.0010081155535701
"135","AR1","Non-Frozen","Storm","2018-10","7/1/2018 20:30","7/1/2018 22:30",1495,0.4822,0.66,2.583,0.2555,1.44,1.02,0.66,0.48,0.22,0.22,1.27,3.57,18.5,805860,0.0222619313528404
"136","AR1","Non-Frozen","Storm","2018-11","7/20/2018 4:47","7/20/2018 5:15",38.1,0.0406,1.22,2.75,0.4436,1.92,1.38,0.86,0.59,0,0,0.75,0.75,18.5,805860,0.00056734420370784
"137","AR1","Non-Frozen","Storm","2018-12","8/9/2018 22:51","8/10/2018 1:00",5981,1.94,1.13,1.15,0.9826,3.12,2.76,1.66,1.12,0,0,0.84,1.18,18.5,805860,0.0890626163353436
"138","AR1","Non-Frozen","Storm","2018-13","8/17/2018 4:03","8/17/2018 7:00",31610,10.19,1.45,2.383,0.6084,3.48,2.82,2.16,1.35,0.37,0.56,0.56,2.53,18.5,805860,0.470702107065743
"139","AR1","Non-Frozen","Storm","2018-14","8/20/2018 19:12","8/20/2018 19:45",46,0.03556,0.56,0.8667,0.6462,2.64,1.98,1.02,0.56,0,0,2.09,3.24,18.5,805860,0.000684982503164321
"140","AR1","Non-Frozen","Storm","2018-15","9/1/2018 14:06","9/1/2018 17:30",297.6,0.04119,0.62,3.883,0.1597,0.48,0.36,0.22,0.2,0,0,1.23,2.33,18.5,805860,0.00443153897699352
"141","AR1","Non-Frozen","Storm","2018-16","9/2/2018 6:35","9/2/2018 11:30",3037,0.372,0.4,2.4,0.1667,0.84,0.66,0.42,0.25,0.62,0.62,1.85,2.95,18.5,805860,0.045223736132827
"142","AR1","Non-Frozen","Storm","2018-17","9/2/2018 23:43","9/3/2018 5:30",23200,6.514,0.89,5.183,0.1717,2.28,1.86,1.22,0.69,0.4,1.02,2.25,3.35,18.5,805860,0.345469436378527
"143","AR1","Non-Frozen","Storm","2018-18","9/3/2018 14:53","9/4/2018 2:00",39860,8.518,1.1,8.233,0.1336,1.44,1.38,0.88,0.49,0.89,1.77,2.87,4.24,18.5,805860,0.593552229915866
"144","AR1","Non-Frozen","Storm","2018-19","9/5/2018 17:30","9/6/2018 0:15",381,0.03556,0.47,6.55,0.07176,1.32,1.02,0.38,0.19,0.01,0.37,3.02,4.32,18.5,805860,0.0056734420370784
"145","AR1","Non-Frozen","Storm","2018-20","9/20/2018 8:53","9/20/2018 13:30",22620,6.65,1.69,3.917,0.4315,3.12,2.34,1.32,0.82,0.16,0.54,0.54,0.54,18.5,805860,0.336832700469064
"146","AR1","Non-Frozen","Storm","2018-21","10/1/2018 3:07","10/1/2018 8:05",954.1,0.1655,0.84,8.183,0.1026,1.08,0.78,0.4,0.27,0.44,0.47,1.83,4.13,18.5,805860,0.0142074305710669
"147","AR1","Non-Frozen","Storm","2019-1","10/2/2018 0:39","10/2/2018 6:15",24300,4.412,0.85,3.883,0.2189,3,1.98,0.86,0.51,1.04,1.47,2.88,5.18,18.5,805860,0.361849452758544
"148","AR1","Non-Frozen","Storm","2019-2","10/6/2018 5:58","10/6/2018 11:45",25990,3.881,1.05,8.667,0.1212,1.2,0.96,0.58,0.48,0.28,0.36,2.74,4.1,18.5,805860,0.387015114287842
"149","AR1","Frozen","Storm","2019-3","12/27/2018 14:32","12/28/2018 0:45",11140,1.328,0.59,15.95,0.03699,0.24,0.24,0.14,0.14,0,0,0.22,0.23,18.5,805860,0.16588489315762
"150","AR1","Frozen","Storm","2019-4","12/28/2018 5:37","12/28/2018 6:45",105,0.03836,0.18,0.8667,0.2077,0.84,0.48,0.22,0.18,0.59,0.59,0.59,0.81,18.5,805860,0.00156354701809247
"151","AR1","Frozen","Storm","2019-5","12/31/2018 19:06","1/1/2019 0:08",1369,0.1737,0.48,6.233,0.07701,0.24,0.24,0.18,0.15,0,0,0.78,1,18.5,805860,0.0203856749311295
"152","AR1","Frozen","Storm","2019-6","1/7/2019 10:30","1/7/2019 20:15",10930,0.8152,0.75,9.75,0.07692,0.24,0.18,0.16,0.14,0.02,0.02,0.52,1.3,18.5,805860,0.162757799121435
"153","AR1","Frozen","Storm","2019-7","2/3/2019 9:00","2/5/2019 4:20",104700,1.995,0.08,6.267,0.01277,0.24,0.12,0.1,0.07,0,0,0,0,18.5,805860,1.55907974089792
"154","AR1","Frozen","Storm","2019-8","2/6/2019 20:45","2/8/2019 8:45",30040,2.994,0,NA,NA,NA,NA,NA,NA,0.01,0.01,0.09,0.09,18.5,805860,0.447323356414266
"155","AR1","Frozen","Storm","2019-9","2/23/2019 16:34","2/25/2019 7:15",90590,4.972,1.29,21.93,0.05881,1.2,1.2,0.92,0.52,0,0,0.17,0.48,18.5,805860,1.34896880351426
"156","AR1","Frozen","Storm","2019-10","3/9/2019 20:50","3/14/2019 18:15",162800,2.255,1.03,102.7,0.01003,0.48,0.36,0.24,0.19,0,0,0,0.71,18.5,805860,2.42424242424242
"157","AR1","Non-Frozen","Storm","2019-11","6/25/2019 19:03","6/25/2019 20:00",138.3,0.09639,0.61,1.4,0.4357,3.24,2.4,0.86,0.58,0.23,0.71,1,1.38,18.5,805860,0.00205941478668751
"158","AR1","Non-Frozen","Storm","2019-12","6/28/2019 14:20","6/28/2019 16:15",2576,0.8721,0.87,0.4,2.175,4.08,3.3,1.74,0.87,0.09,0.09,1.44,1.82,18.5,805860,0.038359020177202
"159","AR1","Non-Frozen","Storm","2019-13","8/18/2019 12:13","8/18/2019 14:15",1264,0.381,1.19,2,0.595,2.76,1.98,1.62,1.02,0.02,0.11,0.43,2.01,18.5,805860,0.018822127913037
"160","AR1","Non-Frozen","Storm","2019-14","8/26/2019 19:45","8/26/2019 21:15",112.6,0.0324,0.26,0.8,0.325,1.08,0.72,0.48,0.26,1.08,1.08,1.22,2.82,18.5,805860,0.0016767180403544
"161","AR1","Non-Frozen","Storm","2019-15","9/10/2019 8:15","9/10/2019 11:15",5271,1.194,2.11,2.767,0.7627,3.12,2.4,1.9,1.39,0.14,0.16,0.39,0.4,18.5,805860,0.0784900603082421
"162","AR1","Non-Frozen","Storm","2019-16","9/12/2019 1:48","9/12/2019 5:27",3438,0.7522,1.29,3.583,0.36,2.76,2.22,1.12,0.87,0,2.22,2.38,2.62,18.5,805860,0.0511949966495421
"163","AR1","Non-Frozen","Storm","2019-17","9/13/2019 3:22","9/13/2019 10:30",102600,18.87,3.12,6.033,0.5171,4.56,3.48,1.76,1.64,0.66,1.62,4,4.24,18.5,805860,1.52780880053607
"164","AR1","Non-Frozen","Storm","2019-18","9/22/2019 14:06","9/22/2019 19:00",16080,3.688,0.75,6.9,0.1087,0.84,0.66,0.54,0.41,0.33,0.35,0.75,8.05,18.5,805860,0.239446057627876
"165","AR1","Non-Frozen","Storm","2019-19","9/29/2019 7:43","9/29/2019 18:45",48850,9.558,1.94,12.4,0.1565,1.8,1.38,1.1,0.83,0,0.38,1.27,2.2,18.5,805860,0.727421636512546
"166","AR1","Non-Frozen","Storm","2020-1","10/2/2019 2:54","10/2/2019 16:30",65980,7.16,2.15,13.08,0.1643,3.12,2.28,1.1,0.83,0.12,0.12,2.44,4.04,18.5,805860,0.982503164321346
"167","AR1","Non-Frozen","Storm","2020-2","10/3/2019 3:42","10/3/2019 8:30",6470,1.344,0.37,6.417,0.05766,0.72,0.42,0.26,0.23,2.19,2.31,4.63,6.23,18.5,805860,0.09634427816246
"168","AR1","Non-Frozen","Storm","2020-3","10/5/2019 20:15","10/6/2019 0:45",11000,1.875,0.69,2.55,0.2706,1.08,0.84,0.48,0.42,0,0,4.63,5.95,18.5,805860,0.163800163800164
"169","AR1","Non-Frozen","Storm","2020-4","10/27/2019 2:42","10/27/2019 4:25",178.2,0.0389,0.9,6.55,0.1374,0.36,0.36,0.28,0.28,0,0,0.5,0.5,18.5,805860,0.00265356265356265
"170","AR1","Non-Frozen","Storm","2020-5","11/27/2019 6:45","11/27/2019 9:00",911.4,0.2332,0.64,10.63,0.06019,2.16,1.32,0.56,0.35,0,0,0.52,0.69,18.5,805860,0.0135715881170427
"171","AR1","Frozen","Storm","2020-6","2/2/2020 19:15","2/4/2020 12:00",48210,1.932,0,NA,NA,NA,NA,NA,NA,0,0.01,0.01,0.84,18.5,805860,0.717891445164172
"172","AR1","Frozen","Storm","2020-7","2/6/2020 22:00","2/7/2020 2:30",392.3,0.0329,0,NA,NA,NA,NA,NA,NA,0,0,0.01,0.77,18.5,805860,0.00584170947807311
"173","AR1","Frozen","Storm","2020-8","2/7/2020 20:00","2/8/2020 4:45",1944,0.1369,0,NA,NA,NA,NA,NA,NA,0,0,0.01,0.29,18.5,805860,0.0289479562206835
"174","AR1","Frozen","Storm","2020-9","2/8/2020 20:15","2/9/2020 4:00",1089,0.0765,0,NA,NA,NA,NA,NA,NA,0,0,0,0.22,18.5,805860,0.0162162162162162
"175","AR1","Frozen","Storm","2020-10","2/17/2020 23:15","2/18/2020 1:15",117.9,0.0238,0.04,3.85,0.01039,0.12,0.06,0.02,0.01,0,0,0,0,18.5,805860,0.00175563993745812
"176","AR1","Frozen","Storm","2020-11","2/23/2020 21:30","2/26/2020 12:15",22720,0.3738,0,NA,NA,NA,NA,NA,NA,0,0,0.3,0.3,18.5,805860,0.338321792867247
"177","AR1","Frozen","Storm","2020-12","3/1/2020 17:00","3/2/2020 5:30",28000,2.43,0,NA,NA,NA,NA,NA,NA,0,0,0,0.3,18.5,805860,0.416945871491326
"178","AR1","Frozen","Storm","2020-13","3/2/2020 17:15","3/3/2020 2:00",3373,0.2194,0,NA,NA,NA,NA,NA,NA,0,0,0,0.3,18.5,805860,0.0502270865907229
"179","AR1","Frozen","Storm","2020-14","3/3/2020 17:30","3/3/2020 23:45",2464,0.2181,0.02,0.1,0.2,0.12,0.12,0.04,0.02,0,0,0,0,18.5,805860,0.0366912366912367
"180","AR1","Non-Frozen","Storm","2020-15","5/23/2020 22:11","5/24/2020 0:15",6801,2.045,2.87,2.85,1.007,4.68,3.84,2.44,1.45,0,0,1.61,3.33,18.5,805860,0.101273174000447
"181","AR1","Non-Frozen","Storm","2020-16","5/28/2020 18:40","5/28/2020 20:15",1092,0.4591,1.21,1.817,0.6661,3.96,3.6,1.98,1.19,0.06,0.06,2.95,5.02,18.5,805860,0.0162608889881617
"182","AR1","Non-Frozen","Storm","2020-17","6/29/2020 20:24","6/29/2020 22:00",7229,2.976,1.91,3.217,0.5938,3.36,3.12,2.36,1.43,0,0,1.99,2.05,18.5,805860,0.107646489464671
"183","AR1","Non-Frozen","Storm","2020-18","7/7/2020 23:05","7/8/2020 1:02",3268,1.446,1.65,1.9,0.8684,3.96,3.6,2.62,1.51,0.06,0.06,0.06,2.74,18.5,805860,0.0486635395726305
"184","AR1","Non-Frozen","Storm","2020-19","7/8/2020 11:07","7/8/2020 12:45",453.6,0.1749,0.51,0.6333,0.8053,2.4,1.86,0.9,0.51,1.82,1.82,1.82,4.39,18.5,805860,0.00675452311815948
"185","AR1","Non-Frozen","Storm","2020-20","8/2/2020 14:25","8/2/2020 15:00",92.3,0.0804,0,NA,NA,NA,NA,NA,NA,0,0,0.64,0.65,18.5,805860,0.00137443228352319
"186","AR1","Non-Frozen","Storm","2020-21","8/10/2020 2:11","8/10/2020 2:45",33.7,0.0252,0,NA,NA,NA,NA,NA,NA,0.31,0.31,0.34,0.38,18.5,805860,0.000501824138187775
"187","AR1","Non-Frozen","Storm","2020-22","8/10/2020 19:42","8/10/2020 22:15",56100,28.32,2.13,2.683,0.7938,4.56,4.38,3.04,1.81,0.32,0.32,0.32,0.37,18.5,805860,0.835380835380835
"188","AR1","Non-Frozen","Storm","2021-1","7/28/2021 7:53","7/28/2021 8:45",38.2,0.02744,2.15,0.7167,3,5.88,4.5,3.54,2.15,0,0,0,1.79,18.5,805860,0.000568833296106023
"189","AR1","Non-Frozen","Storm","2021-2","8/30/2021 6:13","8/30/2021 7:00",85.1,0.0555,0,NA,NA,NA,NA,NA,NA,0.25,0.25,1.1,1.14,18.5,805860,0.00126721763085399
"190","AR2","Non-Frozen","Storm","2017-1","11/2/2016 13:11","11/2/2016 13:30",18,0.03061,0.83,4.683,0.1772,2.64,2.1,0.98,0.58,0,0,1.15,1.61,5.8,252648,0.00085494442861214
"191","AR2","Frozen","Storm","2017-2","1/10/2017 17:55","1/10/2017 22:30",75.5,0.0131,0.46,8.683,0.05298,0.36,0.3,0.22,0.2,0,0,0,0,5.8,252648,0.00358601690890092
"192","AR2","Frozen","Storm","2017-3","1/16/2017 17:45","1/21/2017 13:45",17370,0.3596,0.5,114.4,0.004369,0.24,0.24,0.18,0.14,0.01,0.01,0.47,0.47,5.8,252648,0.825021373610715
"193","AR2","Non-Frozen","Storm","2017-4","5/17/2017 23:36","5/18/2017 0:30",1437,2.46,0.83,0.35,2.371,5.16,4.38,1.66,0.83,0,0.6,0.73,1.54,5.8,252648,0.0682530635508692
"194","AR2","Non-Frozen","Storm","2017-5","5/18/2017 3:00","5/18/2017 4:00",116.1,0.0766,0.25,0.5167,0.4839,1.08,0.78,0.48,0.25,0.83,0.98,1.43,2.37,5.8,252648,0.0055143915645483
"195","AR2","Non-Frozen","Storm","2017-6","5/19/2017 16:30","5/19/2017 17:00",10.7,0.01376,0.14,1.917,0.07304,0.24,0.18,0.14,0.09,0,1.08,1.68,2.62,5.8,252648,0.000508216965897217
"196","AR2","Non-Frozen","Storm","2017-7","5/20/2017 15:42","5/20/2017 16:46",254.7,0.1297,0.41,2.25,0.1822,0.6,0.6,0.46,0.33,0.23,0.23,1.91,2.64,5.8,252648,0.0120974636648618
"197","AR2","Non-Frozen","Storm","2017-8","5/21/2017 7:30","5/21/2017 8:30",2038,2.735,0.37,0.2667,1.388,2.76,1.86,0.74,0.37,0.62,0.85,2.53,3.26,5.8,252648,0.0967987080839745
"198","AR2","Non-Frozen","Storm","2017-9","5/23/2017 0:14","5/23/2017 1:11",3686,4.434,0.45,0.6333,0.7105,2.28,1.92,0.84,0.45,0,0.37,2.9,3.63,5.8,252648,0.175073620214686
"199","AR2","Non-Frozen","Storm","2017-10","5/23/2017 19:21","5/23/2017 21:05",8591,4.289,1.13,1.65,0.6848,3.24,2.28,1.26,1.02,0.45,0.45,2.75,3.76,5.8,252648,0.408045977011494
"200","AR2","Non-Frozen","Storm","2017-11","5/28/2017 11:30","5/28/2017 13:45",2305,2.942,0.63,2,0.315,3.24,1.98,0.78,0.45,0,0.26,1.98,4.88,5.8,252648,0.109480383775055
"201","AR2","Non-Frozen","Storm","2017-12","6/18/2017 0:45","6/18/2017 1:10",153.1,0.3732,0.25,0.2667,0.9375,1.8,1.38,0.5,0.25,0.72,0.72,0.92,1.07,5.8,252648,0.00727177733447326
"202","AR2","Non-Frozen","Storm","2017-13","6/23/2017 7:47","6/23/2017 9:34",5310,5.176,1.19,1.8,0.6611,2.52,1.98,1.54,0.96,0,0,1.3,1.51,5.8,252648,0.252208606440581
"203","AR2","Non-Frozen","Storm","2017-14","6/29/2017 0:47","6/29/2017 1:15",82.1,0.1994,0.44,0.5167,0.8516,5.76,4.32,1.72,0.88,0.13,0.13,1.36,2.67,5.8,252648,0.00389949653272537
"204","AR2","Non-Frozen","Storm","2017-15","6/29/2017 5:19","6/29/2017 6:45",3072,3.604,1.44,5.55,0.2595,5.76,4.32,1.72,0.9,0.13,0.13,1.36,2.67,5.8,252648,0.145910515816472
"205","AR2","Non-Frozen","Storm","2017-16","7/3/2017 13:21","7/3/2017 13:45",65.7,0.155,0.55,2.733,0.2012,1.56,1.08,0.54,0.28,0,0,1.69,3.25,5.8,252648,0.00312054716443431
"206","AR2","Non-Frozen","Storm","2017-17","7/10/2017 7:43","7/10/2017 8:53",1240,1.765,1.11,2.467,0.45,2.52,1.92,1.08,0.97,0,0,0.56,2.25,5.8,252648,0.0588961717488363
"207","AR2","Non-Frozen","Storm","2017-18","7/12/2017 11:05","7/12/2017 14:15",6263,2.966,1.82,6.8,0.2676,4.92,3.24,1.96,1.14,0.1,1.46,1.48,3.73,5.8,252648,0.297473164244324
"208","AR2","Non-Frozen","Storm","2017-19","7/16/2017 6:45","7/16/2017 7:30",4442,6.076,1.12,0.8333,1.344,4.08,3.72,2.16,1.12,0,0,3.37,3.93,5.8,252648,0.210981286216396
"209","AR2","Non-Frozen","Storm","2017-20","7/20/2017 1:20","7/20/2017 4:30",379.7,0.118,0.94,2.967,0.3169,5.28,4.08,1.76,1.04,0,0,1.12,4.49,5.8,252648,0.0180345777524461
"210","AR2","Non-Frozen","Storm","2017-21","7/20/2017 7:18","7/20/2017 11:45",6162,5.47,2.64,10.3,0.2563,5.28,4.08,1.76,1.04,0,0,1.12,4.49,5.8,252648,0.292675976061556
"211","AR2","Non-Frozen","Storm","2017-22","7/21/2017 23:30","7/22/2017 0:15",4426,4.608,1.35,0.8167,1.653,11.52,10.68,5.32,2.7,0.02,2.66,3.78,7.15,5.8,252648,0.210221335613185
"212","AR2","Non-Frozen","Storm","2017-23","7/22/2017 2:20","7/22/2017 8:00",105.6,0.04091,1.74,8.5,0.2047,11.52,10.68,5.32,2.7,0.02,2.66,3.78,7.15,5.8,252648,0.00501567398119122
"213","AR2","Non-Frozen","Storm","2017-24","7/23/2017 18:51","7/23/2017 20:15",903.7,1.002,0.38,1.333,0.285,2.04,1.5,0.66,0.35,0,1.78,4.42,8.91,5.8,252648,0.0429229600075995
"214","AR2","Non-Frozen","Storm","2017-25","7/27/2017 2:04","7/27/2017 3:15",4769,4.378,1.63,1.767,0.9226,4.08,3.96,2.42,1.52,0,0,4.8,5.92,5.8,252648,0.226512776669516
"215","AR2","Non-Frozen","Storm","2017-26","7/30/2017 4:15","7/30/2017 4:49",34.5,0.03944,0,NA,NA,NA,NA,NA,NA,0,0,2.02,7.56,5.8,252648,0.00163864348817327
"216","AR2","Non-Frozen","Storm","2017-27","8/6/2017 11:15","8/6/2017 12:30",42,0.01856,0,NA,NA,NA,NA,NA,NA,0,0.02,0.02,2.04,5.8,252648,0.00199487033342833
"217","AR2","Non-Frozen","Storm","2017-28","8/10/2017 20:23","8/10/2017 21:00",45.8,0.0971,0.61,0.3667,1.664,3.48,3.06,1.22,0.61,0.05,0.05,0.26,0.26,5.8,252648,0.00217535860169089
"218","AR2","Non-Frozen","Storm","2017-29","8/13/2017 10:30","8/13/2017 12:30",506,0.1814,0,NA,NA,NA,NA,NA,NA,0,0.01,0.86,0.88,5.8,252648,0.0240334378265413
"219","AR2","Non-Frozen","Storm","2017-30","8/27/2017 14:09","8/27/2017 15:00",51.7,0.05118,0.57,4,0.1425,0.96,0.6,0.44,0.28,0.01,0.01,0.01,0.62,5.8,252648,0.00245559038662487
"220","AR2","Frozen","Storm","2018-1","1/8/2018 18:45","1/8/2018 20:15",43.3,0.02074,0,NA,NA,NA,NA,NA,NA,0,0,0,0,5.8,252648,0.0020566163199392
"221","AR2","Frozen","Storm","2018-2","1/9/2018 18:15","1/9/2018 20:45",30,0.01086,0,NA,NA,NA,NA,NA,NA,0,0,0,0,5.8,252648,0.00142490738102023
"222","AR2","Frozen","Storm","2018-3","1/10/2018 11:15","1/10/2018 16:30",91.7,0.01442,0,NA,NA,NA,NA,NA,NA,0,0,0,0,5.8,252648,0.00435546689465185
"223","AR2","Frozen","Storm","2018-4","1/11/2018 21:05","1/11/2018 22:54",83.2,0.03466,0.18,3.05,0.05902,0.24,0.18,0.12,0.11,0.04,0.04,0.04,0.04,5.8,252648,0.00395174313669612
"224","AR2","Frozen","Storm","2018-5","1/19/2018 20:00","1/20/2018 11:59",4223,0.298,0,NA,NA,NA,NA,NA,NA,0,0,0,0.22,5.8,252648,0.200579462334948
"225","AR2","Frozen","Storm","2018-6","1/21/2018 18:00","1/27/2018 22:30",15020,0.8095,1.64,25.67,0.0639,0.84,0.48,0.34,0.32,0,0,0,0.22,5.8,252648,0.71340362876413
"226","AR2","Frozen","Storm","2018-7","2/14/2018 20:15","2/17/2018 17:00",3075,0.03895,0,NA,NA,NA,NA,NA,NA,0,0,0,0,5.8,252648,0.146053006554574
"227","AR2","Frozen","Storm","2018-8","2/19/2018 19:00","2/21/2018 10:15",42460,2.015,1.63,29.08,0.05605,0.72,0.48,0.32,0.31,0,0,0,0,5.8,252648,2.01671891327064
"228","AR2","Frozen","Storm","2018-9","2/21/2018 20:00","2/21/2018 23:15",31,0.00568,0,NA,NA,NA,NA,NA,NA,0.08,1.46,1.63,1.63,5.8,252648,0.00147240429372091
"229","AR2","Frozen","Storm","2018-10","2/22/2018 20:00","2/23/2018 1:15",70.6,0.00702,0,NA,NA,NA,NA,NA,NA,0,0.08,1.63,1.63,5.8,252648,0.00335328203666762
"230","AR2","Frozen","Storm","2018-11","2/23/2018 5:15","2/24/2018 2:45",2195,0.08094,0.04,1.033,0.03871,0.12,0.06,0.04,0.03,0,0,1.63,1.63,5.8,252648,0.10425572337798
"231","AR2","Frozen","Storm","2018-12","2/24/2018 18:00","2/26/2018 4:59",7444,0.736,0.27,5.2,0.05192,0.72,0.42,0.22,0.15,0,0.04,1.67,1.67,5.8,252648,0.353567018143821
"232","AR2","Frozen","Storm","2018-13","2/26/2018 17:30","2/27/2018 3:31",135.7,0.0057,0,NA,NA,NA,NA,NA,NA,0,0.27,1.92,1.94,5.8,252648,0.00644533105348152
"233","AR2","Frozen","Storm","2018-14","2/27/2018 15:30","2/27/2018 23:30",110.8,0.00738,0,NA,NA,NA,NA,NA,NA,0,0,0.95,1.94,5.8,252648,0.00526265792723473
"234","AR2","Frozen","Storm","2019-1","2/3/2019 14:00","2/5/2019 2:10",15490,0.5416,0.08,6.267,0.01277,0.24,0.12,0.1,0.07,0,0,0,0,5.8,252648,0.735727177733447
"235","AR2","Frozen","Storm","2019-2","2/6/2019 23:00","2/8/2019 2:30",12300,0.4445,0,NA,NA,NA,NA,NA,NA,0.01,0.01,0.09,0.09,5.8,252648,0.584212026218296
"236","AR2","Frozen","Storm","2019-3","2/23/2019 12:35","2/24/2019 23:45",28490,0.9656,1.29,21.93,0.05881,1.2,1.2,0.92,0.52,0,0,0.17,0.48,5.8,252648,1.35318704284222
"237","AR2","Frozen","Storm","2019-4","3/9/2019 20:59","3/11/2019 5:54",9945,0.3962,0.47,8.333,0.0564,0.48,0.36,0.24,0.19,0,0,0,0.71,5.8,252648,0.472356796808207
"238","AR2","Frozen","Storm","2019-5","3/11/2019 17:15","3/14/2019 14:45",43030,0.7626,0.56,21.95,0.02551,0.48,0.3,0.2,0.14,0,0,0.47,0.47,5.8,252648,2.04379215351002
"239","AR2","Non-Frozen","Storm","2019-6","5/24/2019 16:10","5/24/2019 16:44",778.7,1.419,1.28,7.983,0.1603,1.44,1.26,0.74,0.5,0,0.16,1.14,1.48,5.8,252648,0.0369858459200152
