"","P1","P4","P2","P3","P5","R1","R2","R3","H3","KP3","MT1","JF4","JF5","WF1","WF2","RE1","RE5","AR1","AR2","DK1A","MA1A","SH1A","RS1","RS2","KD1","KD2","AO1","AO3","K5","K6","K7","K8","JF2","MT2","Date"
"29",0,0,0,0,0,3.55959463119507,3.59142971038818,3.59142971038818,2.89141726493835,1.3396087884903,0.968369543552399,3.7832190990448,3.7832190990448,0.792843997478485,0.83528995513916,2.52907395362854,2.56147956848145,3.0660080909729,3.07711696624756,1.34099996089935,1.54219603538513,1.46138024330139,3.56786680221558,3.62728428840637,0,0,0,0,1.13929414749146,1.13929414749146,1.13929414749146,1.22662317752838,3.7079451084137,1.35519921779633,"20030129"
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030130"
"31",6.04017543792725,6.04017543792725,6.03005409240723,6.03386735916138,6.03386735916138,2.15204262733459,2.16821217536926,2.16821217536926,3.88237571716309,1.13768553733826,3.21001553535461,6.14165544509888,6.14165544509888,0.970146715641022,1.0793639421463,0,0,0,0,5.5012001991272,6.98404598236084,6.93221092224121,6.47434711456299,6.27381896972656,5.75310230255127,5.28236103057861,2.31920504570007,2.00268578529358,4.19859266281128,4.19859266281128,4.19859266281128,4.3163890838623,6.39146327972412,2.82825827598572,"20030131"
"32",3.55327010154724,3.55327010154724,3.25663638114929,3.33775496482849,3.33775496482849,0,0,0,0,0.445118606090546,0.612064719200134,0,0,0,0,1.12561988830566,1.02248358726501,1.21669256687164,1.24034202098846,2.49159860610962,1.54360997676849,2.73712158203125,0.503251731395721,0.646779417991638,2.82141423225403,2.25522089004517,0.345970183610916,0.542948246002197,0.479468733072281,0.479468733072281,0.479468733072281,0.560578942298889,0,1.10978376865387,"20030201"
"33",0,0,0,0,0,0.455495297908783,0.471161335706711,0.471161335706711,0.784006595611572,0,0,0,0,0,0,0.460988849401474,0.473704189062119,0.376226931810379,0.376367300748825,0,0.874118328094482,0,0.763631165027618,0.682609438896179,0.423380821943283,0.549579977989197,0,0,0,0,0,0,0,0,"20030202"
"34",6.18909120559692,6.18909120559692,6.2195200920105,6.20606136322021,6.20606136322021,0.780251979827881,0.696954667568207,0.696954667568207,0.439262986183167,1.19851386547089,11.321587562561,7.36914491653442,7.36914491653442,12.9400625228882,10.9267873764038,0.394987732172012,0.349839627742767,0.543828129768372,0.530947983264923,3.18370127677917,3.35828924179077,9.15378665924072,4.8623685836792,4.71276998519897,7.26285266876221,3.72620224952698,7.85417318344116,8.43618488311768,2.99120020866394,2.99120020866394,2.99120020866394,3.07543611526489,6.9486608505249,8.68231010437012,"20030203"
"35",5.67289781570435,5.67289781570435,5.59334468841553,5.70883989334106,5.70883989334106,3.1052234172821,3.13837337493896,3.13837337493896,3.12058734893799,2.61064982414246,4.9598331451416,6.7602219581604,6.7602219581604,0,0.316498458385468,1.34133648872375,1.24847102165222,1.01814472675323,1.02087962627411,8.72803783416748,3.14925336837769,6.59449243545532,6.77988862991333,6.89154005050659,3.81501793861389,3.32109665870667,4.05000019073486,4.92700004577637,2.74217128753662,2.74217128753662,2.74217128753662,3.01266813278198,6.32561302185059,4.86346054077148,"20030204"
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974480271339417,0,0,0,0.424232631921768,0.559504330158234,0,0,0,0,0,0,0,0,"20030205"
"37",1.13554668426514,1.13554668426514,1.06660687923431,1.05431056022644,1.05431056022644,0,0,0,0,0.342678636312485,1.47093319892883,0.292883187532425,0.292883187532425,1.52333331108093,1.48785626888275,0,0,0,0,0.577895224094391,2.19882440567017,0.937393426895142,1.35405814647675,1.67738580703735,1.23183715343475,1.21055591106415,1.23664176464081,1.18693017959595,1.72775399684906,1.72775399684906,1.72775399684906,1.79748868942261,0.519339025020599,1.33197104930878,"20030206"
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030207"
"39",0.349989891052246,0.349989891052246,0.359629392623901,0.363225191831589,0.363225191831589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316456258296967,0,0,0,0,0.344749510288239,0.334854453802109,0.470858305692673,0.438065320253372,0,0,0,0,0,0,"20030208"
"40",0,0,0,0,0,0.376877278089523,0.310883224010468,0.310883224010468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030209"
"41",0.530306220054626,0.530306220054626,0.468430757522583,0.476646244525909,0.476646244525909,0.842457115650177,0.805010735988617,0.805010735988617,0.280684769153595,0.602151453495026,0.571874499320984,0,0,0.853711605072021,1.05736088752747,0,0,0,0,0.747130930423737,0,0,0.66040176153183,0.778308868408203,0,0.32529091835022,0.301007568836212,0.28764733672142,0.326831966638565,0.326831966638565,0.326831966638565,0.317389786243439,0,0.415722221136093,"20030210"
"42",0,0,0,0,0,0.463190585374832,0.395116031169891,0.395116031169891,0,0,0,0,0,0.520524024963379,0.501965403556824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030211"
"43",0,0,0,0,0,1.44179570674896,1.41022992134094,1.41022992134094,3.34667539596558,2.86337471008301,0,1.73701202869415,1.73701202869415,0,0,2.10557389259338,2.04899311065674,1.93154716491699,1.95032334327698,0,0.449481695890427,0,0.968817293643951,0.935312807559967,0,0,0,0,0.714708983898163,0.714708983898163,0.714708983898163,0.761531949043274,1.942999958992,0.279979884624481,"20030212"
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030213"
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030214"
"46",0,0,0,0,0,1.42935848236084,1.42665660381317,1.42665660381317,1.56455707550049,0,0,0,0,0,0,0.511767446994781,0.517000019550323,0.461265534162521,0.460692077875137,0,0,0,0,0,0,0,0,0,0.258200138807297,0.258200138807297,0.258200138807297,0,0,0,"20030215"
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030216"
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030217"
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680399179458618,0.904853224754333,0,0,0,0,0,0,0,0,0,0,"20030218"
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030219"
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030220"
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030221"
"53",0,0,0,0,0,0,0,0,0,0,1.19255864620209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17631673812866,5.33821058273315,0,0,0,0,0,1.3197033405304,"20030222"
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374876290559769,0,0,0,0.293020635843277,0.481790393590927,0,0,0,0,0,0,0,0,"20030223"
"55",1.83186566829681,1.83186566829681,1.7940468788147,1.7409725189209,1.7409725189209,0.944849252700806,0.871908247470856,0.871908247470856,0.573705852031708,0.553738355636597,0.429117292165756,0.734766900539398,0.734766900539398,0,0,0.317144870758057,0.308231562376022,0.284999996423721,0.284999996423721,0.888062536716461,1.8526508808136,0.627373695373535,0.814134359359741,0.903321266174316,2.40325355529785,2.65368628501892,0.311932682991028,0.29162272810936,5.14862632751465,5.14862632751465,5.14862632751465,4.78041791915894,0.700904309749603,0.405708104372025,"20030224"
"56",0,0,0,0,0,0.672883152961731,0.553148448467255,0.553148448467255,0,0,0,0,0,0,0,0,0,0,0,0.255131483078003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030225"
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030226"
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030227"
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030228"
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030301"
"61",0.269719690084457,0.269719690084457,0.265583127737045,0.256552875041962,0.256552875041962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330983877182007,0.45498338341713,0,0,0,0.67553973197937,0.278260856866837,0,0,0,0,0,0,0,0,"20030302"
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0.425795614719391,0.331983059644699,0,0,0,0,0,0,0,0,0,0.2728451192379,0.353102385997772,0,0,0.438283979892731,0.438283979892731,0.438283979892731,0.409408956766129,0,0,"20030303"
"63",0.878733158111572,0.878733158111572,0.993111908435822,0.991929173469543,0.991929173469543,1.06386363506317,1.04844284057617,1.04844284057617,1.37897610664368,1.16465437412262,2.68542695045471,0.636915147304535,0.636915147304535,1.48087644577026,1.61385428905487,1.69347155094147,1.73833346366882,1.69019818305969,1.69581294059753,0.667091429233551,0.925413548946381,1.43087947368622,0.971340000629425,1.07016587257385,1.13716816902161,1.21738231182098,1.12608695030212,1.35653746128082,0.667932868003845,0.667932868003845,0.667932868003845,0.638928413391113,0.783620595932007,2.20823454856873,"20030304"
"64",1.6147735118866,1.6147735118866,1.40479016304016,1.39978229999542,1.39978229999542,8.22354984283447,8.2327709197998,8.2327709197998,8.80841159820557,6.01132249832153,0,1.70072507858276,1.70072507858276,0,0,10.0496873855591,10.1279163360596,9.92684173583984,9.93563175201416,0.709980547428131,2.24949645996094,0,4.14855432510376,4.36607265472412,1.55764997005463,1.89092695713043,0,0,5.01165056228638,5.01165056228638,5.01165056228638,5.52939653396606,2.00144600868225,0,"20030305"
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030306"
"66",0.945283114910126,0.945283114910126,1.041015625,1.05583596229553,1.05583596229553,0.906306862831116,0.874690055847168,0.874690055847168,0,0.780276954174042,1.82500088214874,0,0,1.40066719055176,0.975048899650574,0,0,0,0,1.17154228687286,0,0.534328699111938,0,0,1.18226683139801,0.493196725845337,0.362303256988525,0.774402737617493,0,0,0,0,0,1.0296345949173,"20030307"
"67",0.392339050769806,0.392339050769806,0.429340809583664,0.413012146949768,0.413012146949768,0,0,0,0,0.485094577074051,4.99032831192017,0,0,2.93988490104675,2.75641703605652,1.42588365077972,1.41784906387329,1.38288676738739,1.42389023303986,0,0,2.28140759468079,0,0,0.781570255756378,1.0317006111145,2.62252163887024,3.18485927581787,0,0,0,0,0,4.34711170196533,"20030308"
"68",6.44250106811523,6.44250106811523,6.19965267181396,6.27799558639526,6.27799558639526,1.11271607875824,1.14953303337097,1.14953303337097,1.78963589668274,3.6850574016571,3.43363356590271,4.71998882293701,4.71998882293701,0.453112304210663,0.568228900432587,2.97510766983032,2.96779632568359,2.4099395275116,2.3470778465271,9.92149543762207,4.49250745773315,3.49307441711426,4.32190752029419,4.47236633300781,4.97886037826538,3.26995348930359,0.86599999666214,1.30200004577637,4.33172750473022,4.33172750473022,4.33172750473022,4.65535974502563,4.59153509140015,2.81768608093262,"20030309"
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030310"
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030311"
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328279256820679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030312"
"72",1.49814355373383,1.49814355373383,1.59494709968567,1.5419579744339,1.5419579744339,0,0,0,0,2.20642566680908,1.07296371459961,1.10282516479492,1.10282516479492,2.25139999389648,2.04297518730164,0.663176476955414,0.753763556480408,0.514161288738251,0.485463052988052,0,2.60338735580444,0,3.14022135734558,3.17790126800537,2.7409999370575,0.913052976131439,0.349000006914139,0.458000004291534,1.74471032619476,1.74471032619476,1.74471032619476,1.89954674243927,1.39180099964142,1.46113634109497,"20030313"
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030314"
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030315"
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030316"
"76",0.344831377267838,0.344831377267838,0.31939423084259,0.335375189781189,0.335375189781189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85699999332428,0,1.09399998188019,4.31799983978271,5.14599990844727,0,0,0,0,0,0,0,0,0,0,"20030317"
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030318"
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425202697515488,0,0,0,0,0,0,0,0,"20030319"
"79",6.51604270935059,6.51604270935059,6.45738458633423,6.45843076705933,6.45843076705933,6.86532354354858,6.84833765029907,6.84833765029907,4.42337656021118,2.07971239089966,2.99903273582458,2.21517419815063,2.21517419815063,2.63792085647583,2.02492165565491,5.37875699996948,5.25406217575073,4.08909368515015,4.17560815811157,6.40355682373047,4.48771572113037,5.18333339691162,3.59424257278442,3.46677899360657,6.37746620178223,7.33080911636353,1.59200215339661,2.02091956138611,5.13281011581421,5.13281011581421,5.13281011581421,5.5048360824585,2.34691262245178,2.97141456604004,"20030320"
"80",5.83505296707153,5.83505296707153,6.10728645324707,6.1507682800293,6.1507682800293,0.66713160276413,0.658882856369019,0.658882856369019,1.05151772499084,1.28495788574219,4.84198331832886,1.22955441474915,1.22955441474915,3.03318214416504,2.99497127532959,1.74544107913971,1.85221016407013,1.37952518463135,1.4007465839386,6.48072242736816,3.99499988555908,7.15191793441772,4.93529367446899,5.2360987663269,5.26469659805298,4.09208488464355,6.82894468307495,6.75159358978271,4.66430902481079,4.66430902481079,4.66430902481079,5.31053686141968,1.22844970226288,6.45773935317993,"20030321"
"81",7.02722644805908,7.02722644805908,7.25795984268188,7.25604963302612,7.25604963302612,0,0,0,0.527458131313324,1.31069612503052,1.23335421085358,1.02014470100403,1.02014470100403,0.861090660095215,1.07734644412994,0,0,0,0,7.74798727035522,9.1026725769043,9.16594123840332,1.82975852489471,1.87568712234497,7.49906444549561,6.59807062149048,3.78821992874146,3.75180816650391,6.61393690109253,6.61393690109253,6.61393690109253,6.980140209198,1.19933879375458,0.99960720539093,"20030322"
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030323"
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030324"
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838514626026154,0,0,0,0,0,0,0,0,0,"20030325"
"85",0,0,0,0,0,0,0,0,0,0,0,1.40052688121796,1.40052688121796,0,0,0,0,0,0,0,0,0,0.84799998998642,1.3289999961853,0,0,0,0,0,0,0,0,1.40542733669281,0,"20030326"
"86",0.445596843957901,0.445596843957901,0.555017232894897,0.509999990463257,0.509999990463257,3.89366364479065,3.93732190132141,3.93732190132141,2.70996522903442,1.26571249961853,1.20253562927246,6.43023014068604,6.43023014068604,0,0.317217141389847,1.34651660919189,1.4146591424942,1.21880710124969,1.21330571174622,0,1.69951570034027,0.444065362215042,8.0290002822876,7.83500003814697,1.2728682756424,0.957314968109131,0.955999970436096,0.847000002861023,0.998726189136505,0.998726189136505,0.998726189136505,1.0330605506897,6.4911937713623,0.827641129493713,"20030327"
"87",13.3293895721436,13.3293895721436,14.1409893035889,14.2130298614502,14.2130298614502,6.15372562408447,6.00850105285645,6.00850105285645,5.76886653900146,6.29358816146851,20.4908409118652,15.3261890411377,15.3261890411377,17.5856227874756,15.8150978088379,7.06294536590576,7.11138296127319,5.94032144546509,6.00440788269043,12.0167026519775,8.62395286560059,26.0107879638672,9.27863788604736,9.83174896240234,11.3196220397949,7.15480995178223,3.92700004577637,6.67700004577637,4.78116989135742,4.78116989135742,4.78116989135742,5.5146336555481,15.3543853759766,18.982213973999,"20030328"
"88",11.8897275924683,11.8897275924683,11.6861085891724,12.1363220214844,12.1363220214844,4.01996231079102,3.96301794052124,3.96301794052124,4.54260540008545,8.68631935119629,1.79770040512085,2.28621363639832,2.28621363639832,1.09433674812317,1.03841602802277,9.58390140533447,9.90742206573486,8.58103942871094,8.54727745056152,10.5584011077881,7.53860807418823,7.36600017547607,5.52481603622437,5.86831760406494,8.68662738800049,5.98507118225098,2.42516326904297,2.78652048110962,3.90063381195068,3.90063381195068,3.90063381195068,4.23457765579224,2.26099634170532,2.04208970069885,"20030329"
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295947760343552,0.310954689979553,0,0,0.264776110649109,0,0,0,0,0.262184023857117,0.393953919410706,2.1949999332428,1.94599997997284,0,0,0,0,0,0,"20030330"
"90",0.943847954273224,0.943847954273224,0.942217171192169,0.93218058347702,0.93218058347702,0,0,0,0,0.349440693855286,0,0,0,0,0,0,0,0,0,0.576811552047729,0.841138660907745,0,0,0,1.08842933177948,1.03272235393524,0,0,4.32114934921265,4.32114934921265,4.32114934921265,4.75896883010864,0,0,"20030331"
"91",2.84912610054016,2.84912610054016,2.92305850982666,2.93558120727539,2.93558120727539,0,0,0,0,3.04639792442322,0.274235278367996,0,0,0,0,0.79921680688858,0.79642927646637,0.797592461109161,0.800335943698883,2.86793231964111,0.596455574035645,1.58530926704407,0.35979351401329,0.381267040967941,1.59616589546204,1.30447006225586,0.581043004989624,0.945240676403046,0.571866750717163,0.571866750717163,0.571866750717163,0.777632653713226,0,0.349745035171509,"20030401"
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030402"
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779580891132355,0.899404466152191,0,0,0,0,0,0,0,0,0,0,"20030403"
"94",6.51768159866333,6.51768159866333,6.39655590057373,6.35467290878296,6.35467290878296,0.325138986110687,0.301482766866684,0.301482766866684,0,5.49328565597534,5.66987705230713,0.423516243696213,0.423516243696213,0.940026044845581,1.00678992271423,1.078164935112,1.14587795734406,1.43986201286316,1.41750764846802,8.21743106842041,3.87537288665771,6.43593311309814,2.40663242340088,2.06151270866394,5.88508605957031,6.44732809066772,9.3365421295166,8.89133262634277,4.75136756896973,4.75136756896973,4.75136756896973,5.03605222702026,0.412319868803024,3.56352400779724,"20030404"
"95",9.47001647949219,9.47001647949219,9.19760799407959,9.20431137084961,9.20431137084961,6.31597280502319,6.10339832305908,6.10339832305908,5.09276580810547,8.89579772949219,8.98306465148926,3.1457417011261,3.1457417011261,1.9969003200531,1.58657908439636,7.24603080749512,7.00033044815063,8.08233547210693,8.03147506713867,11.4743661880493,10.0994033813477,7.96321487426758,7.92282104492188,7.56973171234131,9.71373558044434,6.7448992729187,5.64269018173218,7.28929758071899,7.75659132003784,7.75659132003784,7.75659132003784,8.89401817321777,3.30642509460449,7.52703619003296,"20030405"
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030406"
"97",0,0,0,0,0,5.42122220993042,5.38034343719482,5.38034343719482,4.62012672424316,0.874426305294037,0,2.29308891296387,2.29308891296387,0,0,2.62426328659058,2.10158061981201,2.4586021900177,2.57907462120056,0,0,0,2.73904013633728,2.79171419143677,0,0,0,0,0,0,0,0,3.16229343414307,0,"20030407"
"98",1.82812976837158,1.82812976837158,2.11973357200623,2.07597732543945,2.07597732543945,2.82776093482971,2.84534192085266,2.84534192085266,5.87811517715454,4.99038362503052,0,1.90798580646515,1.90798580646515,0,0,5.71941947937012,5.10973644256592,6.62177228927612,6.99837493896484,0,2.50600004196167,0,3.30461049079895,3.20631957054138,4.052321434021,2.42466378211975,0,0,4.07174205780029,4.07174205780029,4.07174205780029,4.59399127960205,2.47473216056824,0,"20030408"
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030409"
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030410"
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030411"
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030412"
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20030413"
