"Season","Rep","Model","n","Use_Hydrologic_Group","Use_Tile","AIC","AUC","RMSE","R2m","R2c","REvar","Singular"
"Pre-growing season",30,"Site",114,TRUE,TRUE,476.872428859519,,1.61982711320946,0.188361440696491,0.308140110825386,0.496243615721565,FALSE
"Pre-growing season",30,"Full",114,TRUE,TRUE,466.965866844075,,1.67225893413442,0.31860875040505,0.319256529303049,0.00266355087595212,FALSE
"Pre-growing season",31,"Storm",114,TRUE,TRUE,472.834497366946,,1.44038103980716,0.0876635938122338,0.510144385157466,2.11359759059406,FALSE
"Pre-growing season",31,"Agricultural",114,TRUE,TRUE,455.182434819949,,1.3576010825899,0.306555791225215,0.549942719235341,1.15203045050941,FALSE
"Pre-growing season",31,"Site",114,TRUE,TRUE,470.979479865672,,1.45559065610711,0.276564094406353,0.514119956291434,1.19135718975776,FALSE
"Pre-growing season",31,"Full",114,TRUE,TRUE,447.893243081082,,1.44717367476144,0.477191231497175,0.518241170150466,0.188797540052004,FALSE
"Pre-growing season",32,"Storm",114,TRUE,TRUE,451.641848035889,,1.36448958670128,0.0668749642843022,0.425256073219724,1.34378483019076,FALSE
"Pre-growing season",32,"Agricultural",114,TRUE,TRUE,453.434497800297,,1.30666623174624,0.0907778515084332,0.498245713825812,1.62482898600207,FALSE
"Pre-growing season",32,"Site",114,TRUE,TRUE,448.855502937754,,1.4154300918276,0.319151869987948,0.443209492603749,0.491060356671879,FALSE
"Pre-growing season",32,"Full",114,TRUE,TRUE,448.238309304512,,1.34813270578982,0.358713814161784,0.503558363927416,0.591120705607018,FALSE
"Pre-growing season",33,"Storm",114,TRUE,TRUE,462.409060761908,,1.37254547672984,0.0512731535474577,0.50442796159644,2.03263681811903,FALSE
"Pre-growing season",33,"Agricultural",114,TRUE,TRUE,463.891016931382,,1.36498612883256,0.108348375263154,0.501123512593599,1.72029278897302,FALSE
"Pre-growing season",33,"Site",114,TRUE,TRUE,453.354890367088,,1.42493182908034,0.324064381328018,0.460084748341042,0.5682320670553,FALSE
"Pre-growing season",33,"Full",114,TRUE,TRUE,448.726853828428,,1.39935343018502,0.407131222845759,0.492115592938961,0.356822721843962,FALSE
"Pre-growing season",34,"Storm",114,TRUE,TRUE,463.349866054035,,1.3622633072926,0.124082556602358,0.546979314593525,2.06550844930975,FALSE
"Pre-growing season",34,"Agricultural",114,TRUE,TRUE,463.871912371857,,1.3355884777737,0.18398053160195,0.569556329736372,1.90156853982515,FALSE
"Pre-growing season",34,"Site",114,TRUE,TRUE,464.035950137342,,1.36587640893217,0.255421567250662,0.551990798490507,1.44860911519468,FALSE
"Pre-growing season",34,"Full",114,TRUE,TRUE,463.289656633444,,1.34869004925061,0.321237825534751,0.56381616774509,1.17616223522958,FALSE
"Pre-growing season",35,"Storm",114,TRUE,TRUE,443.390218947583,,1.29959047477033,0.096724528029032,0.460222991505954,1.32442724623504,FALSE
"Pre-growing season",35,"Agricultural",114,TRUE,TRUE,446.414333849025,,1.27261304524425,0.125432479432349,0.495462103514493,1.38820536612578,FALSE
"Pre-growing season",35,"Site",114,TRUE,TRUE,441.666457251552,,1.32469047510928,0.245443304111392,0.433099184194521,0.65425075513232,FALSE
"Pre-growing season",35,"Full",114,TRUE,TRUE,442.638759840786,,1.30076626032916,0.282371057204568,0.454521080884273,0.600022478956733,FALSE
"Pre-growing season",36,"Storm",114,TRUE,TRUE,460.971034937535,,1.28290609663968,0.0602128155217795,0.635096577314647,3.14732843802379,FALSE
"Pre-growing season",36,"Agricultural",114,TRUE,TRUE,452.770789793002,,1.25883111032543,0.228877376989651,0.622587124949927,1.97297715208739,FALSE
"Pre-growing season",36,"Site",114,TRUE,TRUE,457.294652679535,,1.28846755085093,0.332198754466377,0.653263558023017,1.82494040654424,FALSE
"Pre-growing season",36,"Full",114,TRUE,TRUE,447.774620002015,,1.26598523729266,0.45694582932871,0.650257501004999,1.02572976204056,FALSE
"Pre-growing season",37,"Storm",114,TRUE,TRUE,473.597501551652,,1.57553057212138,0.098675711995241,0.328808426270765,0.959518289395067,FALSE
"Pre-growing season",37,"Agricultural",114,TRUE,TRUE,470.465763737688,,1.50694220374796,0.184094190827748,0.400990508025833,0.929495271640827,FALSE
"Pre-growing season",37,"Site",114,TRUE,TRUE,469.298906867049,,1.66575316637958,0.30333601939726,0.337531094129645,0.148891056983352,FALSE
"Pre-growing season",37,"Full",114,TRUE,TRUE,463.706443325789,,1.65008461613133,0.387418543827926,,0,TRUE
"Pre-growing season",38,"Storm",114,TRUE,TRUE,470.13927915708,,1.48944616359002,0.1114280355288,0.384971045857244,1.14873657010113,FALSE
"Pre-growing season",38,"Agricultural",114,TRUE,TRUE,465.892517454698,,1.39618015418409,0.202740382071629,0.481987602774202,1.2374080700728,FALSE
"Pre-growing season",38,"Site",114,TRUE,TRUE,466.322270514439,,1.52875296443526,0.29449126145997,0.404770958607653,0.47834922373792,FALSE
"Pre-growing season",38,"Full",114,TRUE,TRUE,460.733770210905,,1.46537804013521,0.368546457337077,0.458085399992868,0.389435642266188,FALSE
"Pre-growing season",39,"Storm",114,TRUE,TRUE,438.42553376786,,1.21698772512929,0.0439318220168077,0.564029420000157,2.08777131866006,FALSE
"Pre-growing season",39,"Agricultural",114,TRUE,TRUE,436.548186354408,,1.15302278853963,0.0890869512290479,0.630663852160516,2.31876277673497,FALSE
"Pre-growing season",39,"Site",114,TRUE,TRUE,425.239307914465,,1.23640529460539,0.44898974702242,0.589393598355723,0.58651946551391,FALSE
"Pre-growing season",39,"Full",114,TRUE,TRUE,422.288525245416,,1.19528088873481,0.496632797089072,0.618272606467381,0.509142301692684,FALSE
"Pre-growing season",40,"Storm",114,TRUE,TRUE,475.654866349249,,1.61076424877482,0.0337619078591626,0.249852129730771,0.836368114688324,FALSE
"Pre-growing season",40,"Agricultural",114,TRUE,TRUE,468.985973739294,,1.52978598738177,0.165323439170378,0.344733994864829,0.715149246760367,FALSE
"Pre-growing season",40,"Site",114,TRUE,TRUE,467.444731528566,,1.64043605224301,0.243230344774727,0.288169105232527,0.177712328988808,FALSE
"Pre-growing season",40,"Full",114,TRUE,TRUE,456.798287840422,,1.56734264753987,0.352403474726533,0.367419297705988,0.0595162364131382,FALSE
"Pre-growing season",41,"Storm",114,TRUE,TRUE,434.696174542275,,1.33268885077575,0.165845480050494,0.378612981928289,0.682924105787732,FALSE
"Pre-growing season",41,"Agricultural",114,TRUE,TRUE,434.370050796664,,1.23438221516408,0.217811643431162,0.516950942250224,1.08750615420837,FALSE
"Pre-growing season",41,"Site",114,TRUE,TRUE,418.743287104287,,1.39087845987049,0.386642636228629,,1.10892659179658e-14,TRUE
"Pre-growing season",41,"Full",114,TRUE,TRUE,419.525417658397,,1.31617447388435,0.420338217641377,0.441786177891695,0.0686345332688176,FALSE
"Pre-growing season",42,"Storm",114,TRUE,TRUE,469.86639388974,,1.47412185043438,0.037100615052596,0.384910649059556,1.42670381983794,FALSE
"Pre-growing season",42,"Agricultural",114,TRUE,TRUE,467.431844363907,,1.42232786610335,0.124647097712063,0.438152128934253,1.30985597493975,FALSE
"Pre-growing season",42,"Site",114,TRUE,TRUE,456.778774618535,,1.57148589329238,0.377823469417026,0.410246061275834,0.141606567458914,FALSE
"Pre-growing season",42,"Full",114,TRUE,TRUE,449.550733160686,,1.55075222709225,0.453533069585023,,6.87807322108359e-15,TRUE
"Pre-growing season",43,"Storm",114,TRUE,TRUE,471.090262853132,,1.6111715677833,0.095924392088103,0.251985933470561,0.59838064124426,FALSE
"Pre-growing season",43,"Agricultural",114,TRUE,TRUE,468.402507562875,,1.48238084334984,0.166995292392502,0.391118465425437,0.920075181670755,FALSE
"Pre-growing season",43,"Site",114,TRUE,TRUE,459.058818738238,,1.65990112975922,0.30469390157338,,0,TRUE
"Pre-growing season",43,"Full",114,TRUE,TRUE,457.807543087909,,1.6079405515384,0.347790800300704,,0,TRUE
"Pre-growing season",44,"Storm",114,TRUE,TRUE,438.39500784449,,1.15199297661425,0.0453467067574844,0.632365516250998,2.58382136732939,FALSE
"Pre-growing season",44,"Agricultural",114,TRUE,TRUE,441.649183142552,,1.16083286471565,0.072682112777003,0.601846462817977,2.16880548462366,FALSE
"Pre-growing season",44,"Site",114,TRUE,TRUE,430.670135775378,,1.17154449534967,0.407670242991249,0.651952887740963,1.13412684810334,FALSE
"Pre-growing season",44,"Full",114,TRUE,TRUE,429.212386321007,,1.24894647677369,0.467230761907469,0.569674137870277,0.413079872117141,FALSE
"Pre-growing season",45,"Storm",114,TRUE,TRUE,438.352717988823,,1.23914904293125,0.165237174333665,0.535910680452621,1.45250080635357,FALSE
"Pre-growing season",45,"Agricultural",114,TRUE,TRUE,437.20514019356,,1.24513752047601,0.244994247771106,0.514044292221741,0.998393279091789,FALSE
"Pre-growing season",45,"Site",114,TRUE,TRUE,434.230532281245,,1.26177046665336,0.384229378860251,0.55322041660271,0.68654461524613,FALSE
"Pre-growing season",45,"Full",114,TRUE,TRUE,430.971522364198,,1.27278483943446,0.453314686239379,0.546510443429715,0.367431359835703,FALSE
"Pre-growing season",46,"Storm",114,TRUE,TRUE,446.274011090168,,1.28820405591208,0.0844027505155049,0.494838071752032,1.58885904386264,FALSE
"Pre-growing season",46,"Agricultural",114,TRUE,TRUE,446.970201720894,,1.2212447505421,0.140659431382526,0.590873030839374,1.95867403994033,FALSE
"Pre-growing season",46,"Site",114,TRUE,TRUE,442.602611303157,,1.29029712374386,0.273120049322836,0.502911402840821,0.883217432526551,FALSE
"Pre-growing season",46,"Full",114,TRUE,TRUE,442.03108187658,,1.23384739282763,0.330258421696251,0.568186169135581,0.97093270726352,FALSE
"Pre-growing season",47,"Storm",114,TRUE,TRUE,440.903776705376,,1.36191482428093,0.156091972350989,0.385543676428216,0.78064595812943,FALSE
"Pre-growing season",47,"Agricultural",114,TRUE,TRUE,443.709450289294,,1.34134116674343,0.174382944638469,0.401335802501495,0.769300960018317,FALSE
"Pre-growing season",47,"Site",114,TRUE,TRUE,437.953659641261,,1.36589097685746,0.309265851644968,0.417022181392284,0.376004748038304,FALSE
"Pre-growing season",47,"Full",114,TRUE,TRUE,438.720580866535,,1.37714673934485,0.344974495813606,0.408485248844847,0.21692186173476,FALSE
"Pre-growing season",48,"Storm",114,TRUE,TRUE,446.155117745804,,1.33709290815724,0.15337218291194,0.482830409248078,1.31252902773759,FALSE
"Pre-growing season",48,"Agricultural",114,TRUE,TRUE,445.361974695709,,1.27393213188746,0.200508709661077,0.551542436557987,1.47740932535068,FALSE
