"Season","Rep","n","Use_Frozen","Use_Hydrologic_Group","Use_Tile","AIC_Storm","AIC_Agricultural","AIC_Site","AIC_Full","AUC_Storm","AUC_Agricultural","AUC_Site","AUC_Full","RMSE_Storm","RMSE_Agricultural","RMSE_Site","RMSE_Full","R2m_Storm","R2m_Agricultural","R2m_Site","R2m_Full","R2c_Storm","R2c_Agricultural","R2c_Site","R2c_Full","REvar_Storm","REvar_Agricultural","REvar_Site","REvar_Full","Singular_Storm","Singular_Agricultural","Singular_Site","Singular_Full"
"June",1,92,FALSE,TRUE,TRUE,395.757805955278,398.586465614534,393.503045318588,396.106350169018,,,,,1.49267910104018,1.4786430113626,1.58972389898345,1.84826646251266,0.0844906343482116,0.101845813989711,0.27079056612062,0.270071277487734,0.550940702730182,0.565521665473675,0.452012411446848,,2.8123640214619,2.83923114911346,0.951326142228954,0,FALSE,FALSE,FALSE,TRUE
"June",2,92,FALSE,TRUE,TRUE,390.86802430568,392.967529533503,387.943052949735,391.035346803813,,,,,1.51149810776936,1.47976014738041,1.61707793097212,1.60091394257879,0.174962910529362,0.186488733761408,0.400085979879906,0.402889547674657,0.575446999946275,0.603976959018928,0.505075713842046,0.513874521147373,2.54249266904019,2.73595355820593,0.608810492039966,0.644492628737904,FALSE,FALSE,FALSE,FALSE
"June",3,92,FALSE,TRUE,TRUE,375.135448265333,377.815132780991,379.070014820329,382.301172736177,,,,,1.44708947495119,1.4251001520191,1.48204336648459,1.45562795553968,0.147803301332936,0.16247259219357,0.202721404968452,0.209664777412001,0.416472197290635,0.440652288892989,0.38082932378456,0.407430950674948,1.12679780290785,1.18630440483796,0.716442623345809,0.809472296066669,FALSE,FALSE,FALSE,FALSE
"June",4,92,FALSE,TRUE,TRUE,369.655606283692,369.087443318221,371.104381636922,373.001812743441,,,,,1.21201805091452,1.18740585709727,1.21514850527949,1.19011380153889,0.0311586256958267,0.103117990474847,0.187340002920058,0.209535659678075,0.606971648240319,0.628865526186488,0.61007841315395,0.63544922990693,2.71529357159111,2.51571474474152,1.98811596755102,2.06351281950565,FALSE,FALSE,FALSE,FALSE
"June",5,92,FALSE,TRUE,TRUE,384.064789505776,387.430730013678,385.881324276198,389.771123832627,,,,,1.59316666075985,1.56257469341317,1.63185552456893,1.64730701125232,0.0830517277342417,0.0943850031624892,0.162858773936017,0.163203535951777,0.285562339645657,0.322886951658203,0.261960305169874,0.249061616739576,0.81444173256774,0.942804584983489,0.387831378812357,0.333796908521435,FALSE,FALSE,FALSE,FALSE
"June",6,92,FALSE,TRUE,TRUE,384.986280486996,388.618147946012,383.881769861714,387.871811790446,,,,,1.51930438802465,1.50836917950936,1.57053786670935,1.56981830598003,0.0786730969005655,0.087253939191643,0.218368721599512,0.218701433549737,0.408065425721493,0.424946848036855,0.355883477130464,0.356775004672745,1.49541115568295,1.55981134140429,0.582132402965789,0.58494071030464,FALSE,FALSE,FALSE,FALSE
"June",7,92,FALSE,TRUE,TRUE,401.393987639428,399.577266552168,395.778593984819,396.921567066572,,,,,1.71376101440742,1.65715384475758,1.77960055488944,1.75233080070895,0.0977797065074193,0.149493762130527,0.250451075835293,0.269444408985123,0.351810419402083,0.392741424656079,0.303861015205035,0.321409813878344,1.31665383278491,1.25981051735487,0.25628676335184,0.248006145970033,FALSE,FALSE,FALSE,FALSE
"June",8,92,FALSE,TRUE,TRUE,399.604709610106,402.990222643226,397.29042754062,396.862556442624,,,,,1.68265193847354,1.7069719914039,1.72499857048562,1.85587812945863,0.0597700577957558,0.0700969905026786,0.194684442243805,0.230244286451721,0.335808066444409,0.307949327704143,0.302285317961802,,1.35564392249851,1.14084404686864,0.499815068501151,0,FALSE,FALSE,FALSE,TRUE
"June",9,92,FALSE,TRUE,TRUE,384.513996725659,383.453019220822,384.084169734436,386.388154036237,,,,,1.47107244430264,1.45954670727031,1.51779916449203,1.48514024708623,0.0499507855555699,0.117765815950721,0.199231627972636,0.21734218501487,0.428538391657897,0.431070239422046,0.386633442766824,0.420367196504984,1.70476001887899,1.38008210071475,0.799145596539526,0.884444976453332,FALSE,FALSE,FALSE,FALSE
"June",10,92,FALSE,TRUE,TRUE,359.713560826658,362.658476990369,357.202623066819,360.582043997846,,,,,1.41019055880954,1.41132940415573,1.41475458202579,1.4103585822507,0.108138834517703,0.115574773888172,0.240485941379719,0.245512010922526,0.303470740548826,0.297115216325113,0.319437818284026,0.323613105359281,0.624731117086587,0.573764190497931,0.248860065632429,0.246109799088422,FALSE,FALSE,FALSE,FALSE
