"Season","Rep","Model","n","Use_Hydrologic_Group","Use_Tile","AIC","AUC","RMSE","R2m","R2c","REvar","Singular"
"Pre-growing season",5,"Storm",21,FALSE,TRUE,91.7254166703394,,1.33210331170062,0.206338892017584,0.364456922433264,0.530285221702348,FALSE
"Pre-growing season",5,"Agricultural",21,FALSE,TRUE,95.2596418302667,,1.52283959779512,0.272095875256165,,0,TRUE
"Pre-growing season",5,"Site",21,FALSE,TRUE,94.1792092420636,,1.2739204120243,0.275122849386834,0.425446285449169,0.513650296000214,FALSE
"Pre-growing season",5,"Full",21,FALSE,TRUE,95.1008866321592,,1.37927606033446,0.406749987807948,,0,TRUE
"Pre-growing season",6,"Storm",21,FALSE,TRUE,59.8095080058464,,0.34791447009617,0.647113625078964,0.904848792720833,0.599682818416531,FALSE
"Pre-growing season",6,"Agricultural",21,FALSE,TRUE,60.8710024490239,,0.266559442727591,0.67440856631569,0.939355486181277,0.60980978054776,FALSE
"Pre-growing season",6,"Site",21,FALSE,TRUE,61.8785988802621,,0.395000368517871,0.686313355133361,0.876007369296477,0.393806281646417,FALSE
"Pre-growing season",6,"Full",21,FALSE,TRUE,63.2299945657969,,0.28018595438324,0.720460300336818,0.934756271534625,0.486316550201196,FALSE
"Pre-growing season",7,"Storm",21,FALSE,TRUE,72.2752952691257,,0.326156819967701,0.330399036301064,0.895875664267725,1.37466481095077,FALSE
"Pre-growing season",7,"Agricultural",21,FALSE,TRUE,76.5122739581561,,0.293970396796857,0.376996598302543,0.915797140893952,1.35287204061618,FALSE
"Pre-growing season",7,"Site",21,FALSE,TRUE,72.0508592576548,,0.35565010511923,0.509214819323997,0.886306659319729,0.904522393016236,FALSE
"Pre-growing season",7,"Full",21,FALSE,TRUE,66.3453095607204,,0.324894868230924,0.692306787812016,0.897511503209418,0.404061469353529,FALSE
"Pre-growing season",8,"Storm",21,FALSE,TRUE,94.6808472625627,,1.73265180172173,0.12783579335739,,0,TRUE
"Pre-growing season",8,"Agricultural",21,FALSE,TRUE,98.3806730300823,,1.64031289804835,0.22184042715233,,6.76157379743659e-16,TRUE
"Pre-growing season",8,"Site",21,FALSE,TRUE,87.5028532785561,,1.32778262860857,0.496867500992758,,0,TRUE
"Pre-growing season",8,"Full",21,FALSE,TRUE,92.6270617816282,,1.30038214099354,0.517914174917486,,0,TRUE
