"Season","Rep","n","Use_Hydrologic_Group","Use_Tile","AIC_Storm","AIC_Agricultural","AIC_Site","AIC_Full","AUC_Storm","AUC_Agricultural","AUC_Site","AUC_Full","RMSE_Storm","RMSE_Agricultural","RMSE_Site","RMSE_Full","R2m_Storm","R2m_Agricultural","R2m_Site","R2m_Full","R2c_Storm","R2c_Agricultural","R2c_Site","R2c_Full","REvar_Storm","REvar_Agricultural","REvar_Site","REvar_Full","Singular_Storm","Singular_Agricultural","Singular_Site","Singular_Full"
"Spring",1,114,TRUE,TRUE,471.077974417775,467.971759363615,469.373209548315,467.189864613221,,,,,1.61577274682009,1.52313472007033,1.61762739188559,1.51365375328893,0.142245513940271,0.19967286185797,0.264357510717353,0.320381116424868,0.292273385685673,0.372146837528982,0.333500919986852,0.421453257745677,0.609487088598856,0.710932050726493,0.289321596724279,0.436687009423037,FALSE,FALSE,FALSE,FALSE
"Spring",2,114,TRUE,TRUE,468.502939685252,471.908271564925,470.950540778242,473.965061261789,,,,,1.41584970298836,1.40724366706108,1.4162738695292,1.43786346046865,0.0327203443457828,0.0530059042504809,0.170362521029399,0.212188553919104,0.508480100427226,0.504725328915683,0.520869435290096,0.483547570796395,2.27065281398137,2.10948764121091,1.70054041282859,1.24281157639348,FALSE,FALSE,FALSE,FALSE
"Spring",3,114,TRUE,TRUE,438.210948345664,438.882975015036,429.536101987925,429.069420990386,,,,,1.20281608042326,1.17003372991754,1.23423617911493,1.21377670480455,0.15085222295963,0.175650882163633,0.399236364433184,0.438414451579625,0.577088482722463,0.597545385525948,0.563532216940086,0.577833318050717,1.75533694751176,1.73078532474813,0.655213572769207,0.551851259001081,FALSE,FALSE,FALSE,FALSE
"Spring",4,114,TRUE,TRUE,445.639842062258,446.414286589316,425.404792144108,419.95038998301,,,,,1.36174944391541,1.33172846487672,1.4321154122104,1.36194531232077,0.0852307694479789,0.13708248571548,0.38872301185689,0.44744333251382,0.347768190531906,0.383548762105211,,,0.857188803378784,0.813986008000448,0,0,FALSE,FALSE,TRUE,TRUE
"Spring",5,114,TRUE,TRUE,460.228786593759,464.796508231609,446.481450760313,447.612513524948,,,,,1.51164735907034,1.52332637452779,1.5708142972462,1.53762521447934,0.0306819910775111,0.0516314772576581,0.296733858108732,0.326313246588147,0.241568684444295,0.22931101537059,,,0.708626021181427,0.591088951153465,0,0,FALSE,FALSE,TRUE,TRUE
"Spring",6,114,TRUE,TRUE,442.443111334912,441.934453484176,439.950916825731,440.348033419198,,,,,1.37403057974051,1.32639141271738,1.37134511266533,1.33180677391226,0.179683287289017,0.215646959731485,0.335275381013536,0.365909928823843,0.37892503636313,0.417739470263484,0.43735517890183,0.468885291409378,0.684554330738606,0.693112396337086,0.374162478369934,0.37841562240946,FALSE,FALSE,FALSE,FALSE
"Spring",7,114,TRUE,TRUE,477.829188698213,476.942340639911,467.411606140191,464.710171113489,,,,,1.68660786053838,1.66692233112486,1.72183928750202,1.6573648212743,0.108276519746563,0.177284787698664,0.307350640977082,0.358541067456561,0.239210463481103,0.270445823101535,,,0.534211857821491,0.381817726252334,0,0,FALSE,FALSE,TRUE,TRUE
"Spring",8,114,TRUE,TRUE,471.531812301501,477.214232954327,460.049428046064,462.73858119601,,,,,1.45930008101734,1.45261745676022,1.51890000143483,1.54499358430997,0.104639838793201,0.108072672305219,0.447780069615637,0.474391381659505,0.475559463603805,0.484921335235693,0.519329634176382,0.514948667506882,1.76199987574147,1.80867659629636,0.37249477711002,0.211145813251874,FALSE,FALSE,FALSE,FALSE
"Spring",9,114,TRUE,TRUE,436.63539222163,430.06172189866,434.983442183055,428.659363339984,,,,,1.17990704706743,1.15688084003473,1.20739198169789,1.19944073554685,0.0699066316247298,0.254559873916508,0.322420724712997,0.408804769144123,0.57783609292352,0.599671313671326,0.587404984856118,0.573929441259951,2.02240430351215,1.37126492052368,1.09617411379315,0.635368491029005,FALSE,FALSE,FALSE,FALSE
"Spring",10,114,TRUE,TRUE,493.353379460974,495.417341174186,492.571441867101,493.665312497183,,,,,1.82607945621803,1.81474233009207,1.81156928537447,1.81713437708033,0.140837144690372,0.185312569931004,0.254780181195528,0.293010796838405,0.246000395393949,0.270020405730566,0.309715561652027,0.321186317191935,0.503649939948347,0.41024564658399,0.275892507886236,0.141691041135053,FALSE,FALSE,FALSE,FALSE
