"Season","Rep","n","Use_Frozen","Use_Hydrologic_Group","Use_Tile","AIC_Storm","AIC_Agricultural","AIC_Site","AIC_Full","AUC_Storm","AUC_Agricultural","AUC_Site","AUC_Full","RMSE_Storm","RMSE_Agricultural","RMSE_Site","RMSE_Full","R2m_Storm","R2m_Agricultural","R2m_Site","R2m_Full","R2c_Storm","R2c_Agricultural","R2c_Site","R2c_Full","REvar_Storm","REvar_Agricultural","REvar_Site","REvar_Full","Singular_Storm","Singular_Agricultural","Singular_Site","Singular_Full"
"Pre-growing season",45,135,TRUE,TRUE,TRUE,530.381927122987,532.908454041394,528.289762943755,527.113471936469,,,,,1.51759873028378,1.54624610669789,1.58126820931273,1.54811380325857,0.321063429007734,0.343730324098664,0.386949164913761,0.419966571459934,0.399822704572666,0.38599866954689,0.39032703022453,,0.325296049529751,0.17272063629605,0.0139276376200143,0,FALSE,FALSE,FALSE,TRUE
"Pre-growing season",46,135,TRUE,TRUE,TRUE,568.33274519293,574.157864962398,570.062799022314,575.807703547419,,,,,1.70782954742598,1.71063037564083,1.73634949507931,1.73618764924782,0.369627813913571,0.372364586203115,0.414175617344036,0.415384233022531,0.466218926305208,0.465799468546776,0.463519885853801,0.46385621954623,0.578071892527008,0.559659041304938,0.294598739190512,0.289316340948623,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",47,135,TRUE,TRUE,TRUE,563.765695369319,568.078330306148,567.13632589254,571.592869173326,,,,,1.64251460091343,1.63271226943756,1.64679949317423,1.64497467014566,0.24347596473526,0.251380515442164,0.276174180774059,0.282915242746256,0.389508445892114,0.39548090796229,0.387715202637065,0.38726557090803,0.718110379365175,0.706971110547569,0.542338938697458,0.504205177956983,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",48,135,TRUE,TRUE,TRUE,529.859367844111,534.991065422181,528.786978929395,530.341475103264,,,,,1.47831820273659,1.47616267461746,1.51047476379281,1.56313359570882,0.387290706903015,0.389517285904928,0.423411207166374,0.435265126108367,0.489537630310985,0.489120619250348,0.461658457353031,0.436577209276727,0.479099137489213,0.464416003284142,0.170168733522562,0.00570314576852871,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",49,135,TRUE,TRUE,TRUE,563.453535403543,565.281659370357,558.031723344448,560.465373904573,,,,,1.74536615517407,1.71490293442817,1.77494875707343,1.75165814652164,0.221246004762077,0.248360457731486,0.303266202085303,0.321523082216763,0.288103950905906,0.315501358350206,,,0.303819018912782,0.30687069012739,0,0,FALSE,FALSE,TRUE,TRUE
"Pre-growing season",50,135,TRUE,TRUE,TRUE,558.919940914775,561.057477323501,557.696436120151,558.532105650639,,,,,1.60116540499232,1.5839357579039,1.61307375627745,1.59294205970686,0.291886440579539,0.311557902006178,0.368699697787042,0.394331031111294,0.447988405843303,0.45791467739194,0.453382549653893,0.468245299158594,0.809202023286582,0.754379582348759,0.43739230663205,0.380844372268596,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",51,135,TRUE,TRUE,TRUE,528.094926731966,532.923451515061,521.386659265278,526.497422346336,,,,,1.33311963530755,1.32424185090908,1.38225635024501,1.38681579858214,0.279782662898442,0.296062904892646,0.411182350882511,0.419914588842647,0.553433421824079,0.567826822323951,0.510440628588418,0.510252054376102,1.26461251960246,1.2818848731827,0.426757446185708,0.389006211780046,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",52,135,TRUE,TRUE,TRUE,534.134465313924,536.437763577165,532.952552109361,534.776642845887,,,,,1.51994040253964,1.48433225104312,1.55935575380055,1.52631898695479,0.290720645739849,0.314886092520904,0.343487508107467,0.365065037623706,0.387762063039791,0.421826595598987,0.371149377146381,0.396860498453878,0.397922847637176,0.446050292474528,0.110734655285594,0.12781665170821,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",53,135,TRUE,TRUE,TRUE,570.706862419681,575.356153558718,575.191947209361,577.28132776215,,,,,1.74281412443863,1.7459323087034,1.74748144844648,1.77750431329587,0.267644613602472,0.277355210762387,0.296178920828632,0.317481180680105,0.367166286192909,0.366382837249494,0.371681942500664,0.356669768103935,0.518345150848469,0.462455212469135,0.393545962655272,0.201175723963133,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",54,135,TRUE,TRUE,TRUE,560.474407790514,565.545341266262,557.60873187212,562.950584115037,,,,,1.74765752134732,1.76864515844688,1.77217023711232,1.76785568347155,0.277102626875379,0.285748856318469,0.350218272994027,0.353393607958017,0.325820813681909,0.318214129454434,,,0.231971626172334,0.154491761494161,0,0,FALSE,FALSE,TRUE,TRUE
